receipt_id,debt_amount,date_the_debt_began
3214,9540.1,1971-04-11
6062,1952.9,2008-05-03
5997,18531.7,2014-09-21
5676,18007.9,1994-05-09
1911,11071.9,1981-05-12
1652,14187.6,2016-06-04
2390,2205.7,2009-12-21
7282,12833.5,2010-09-12
2332,1677.1,1988-04-19
4242,1090.9,2019-12-27
570,2674.1,2008-02-09
6594,7726.9,2010-06-17
2245,14433.6,1987-07-05
5855,2031.5,1992-11-14
7745,19364.1,1987-08-12
5078,9741.6,2023-01-28
6109,18762.6,1980-04-17
5550,17418.8,2013-05-20
2897,6165.3,1972-12-10
2591,14689.8,2007-08-21
6556,18984.3,1983-03-30
2451,15122.9,2013-09-04
631,7662.2,2016-05-14
5244,11319.1,1986-04-22
1707,14892.6,1970-11-28
4416,14430.2,1998-05-10
1269,11948.2,2016-06-07
2211,3174.4,1985-10-06
2135,9796.3,2011-07-04
4414,15249.2,2000-11-19
7868,2804.2,2012-04-07
1195,15370.2,1972-06-04
1947,7424.1,2004-08-08
4595,17276.7,1989-05-19
5961,16675.2,1993-01-06
157,16730.1,2022-11-24
4504,17769.4,1982-04-21
7208,13308.2,2003-09-09
4538,1741.0,2004-05-21
5727,16376.8,1971-07-29
7879,19251.9,1977-06-13
1453,7503.9,2009-05-11
2775,12595.8,1980-04-28
7419,7155.4,2014-03-25
3397,19327.4,1991-03-11
6007,1795.4,2016-08-10
1429,872.7,1973-01-14
1983,3538.0,1978-09-12
7338,12827.3,1998-11-06
41,11851.0,1980-07-02
520,9795.9,1981-08-01
4861,17778.7,2017-03-04
6375,5551.1,1995-02-10
7218,16759.6,2009-05-20
6487,12952.7,2001-07-06
4788,13724.4,1995-06-16
5417,5586.7,2014-04-09
4001,2860.6,1980-07-02
7900,866.9,1994-04-03
356,16419.2,2010-03-18
5110,18827.6,2013-02-09
2150,17666.1,1992-02-24
4423,7772.8,2004-05-22
6342,14774.4,1988-12-10
5578,16489.6,2017-04-15
6495,5005.1,1979-01-03
7945,11957.0,1987-11-30
2934,5551.3,1974-03-31
1313,14299.9,2007-09-21
4174,13418.9,1996-07-24
6912,17098.2,2022-12-06
4216,9635.7,2018-11-13
6046,3800.1,1980-02-05
7265,17061.7,1971-01-07
4365,513.1,1989-07-18
5375,12792.8,1973-02-20
6821,1871.1,2023-07-01
1595,9410.4,2016-11-12
4017,13006.9,1981-11-15
2187,8250.1,1985-11-15
5934,7933.6,2012-11-24
2092,9330.9,1973-07-01
301,663.7,2015-12-13
5847,5167.0,2008-10-15
6557,11668.1,1994-03-18
7525,17541.0,2014-02-22
4304,11160.8,2002-09-29
286,4022.6,1990-01-22
6046,15521.3,1999-05-06
3481,1020.7,2013-12-25
2989,9998.2,2013-02-09
6308,18449.8,2013-01-27
6511,16389.1,1976-12-17
5217,17541.9,1984-04-18
3525,15059.0,2022-07-03
4337,5155.8,2015-08-09
4099,16490.7,1987-01-31
1365,10329.8,1988-05-02
669,17841.9,2011-02-07
3063,6419.8,2009-06-25
3945,17160.3,1971-02-26
2449,16769.0,1990-03-22
6735,15615.8,1981-10-28
4017,17800.6,2000-11-14
4295,4369.8,1970-10-25
1315,13883.0,2018-03-08
6014,17485.0,2019-05-30
7426,11659.3,2009-06-08
5581,19905.4,2015-07-01
885,13233.3,1984-06-21
4149,16289.9,2009-05-08
1052,8734.2,1985-06-26
1951,10233.0,2007-09-20
1463,10962.6,2006-08-07
6899,1639.6,2012-12-28
2125,11130.7,1976-06-29
6828,1189.3,2008-02-19
640,2500.7,2008-07-21
2544,18074.8,1989-06-16
6740,18373.1,2008-12-24
3105,1994.4,1973-02-17
6323,2300.7,2010-06-15
4915,18459.7,1994-12-29
5507,12834.8,1987-11-18
598,17984.3,1988-06-02
6743,14313.7,1973-03-29
3089,16206.6,2009-04-03
7128,13363.7,2009-10-16
5438,13576.8,1971-06-22
821,5295.0,2015-12-27
1668,11623.4,2013-09-03
2127,2675.3,1993-12-08
3798,6306.1,2015-05-24
7951,18794.1,1993-08-31
3818,16300.4,2006-05-19
1408,5980.3,1972-03-08
2383,16755.6,1997-06-02
5482,6146.1,2023-03-20
307,17641.3,2001-09-13
4892,2178.2,1976-09-19
1276,10443.7,1972-07-02
6428,4474.0,2010-01-23
6998,4708.1,1995-05-25
2697,1982.2,1970-10-03
5019,13993.0,1992-08-19
6659,7129.6,2001-05-22
761,8813.1,2011-12-23
1140,11275.4,1978-09-13
1594,9522.8,2021-04-12
117,12755.4,2021-02-10
3043,2539.4,1985-07-18
1699,14040.3,1977-02-03
6172,10147.9,1995-05-08
5023,9163.4,2011-02-07
5145,14491.8,2008-03-05
1216,17364.4,2001-01-14
711,5107.0,2000-12-05
174,9139.6,2001-03-09
5746,1799.2,1992-07-11
2006,7145.8,2009-01-21
3129,4010.0,2010-04-07
6819,12033.3,2001-10-23
7735,7491.9,1991-12-26
5563,12584.2,1972-08-13
7419,14156.8,1974-07-06
3526,10072.5,2009-12-09
2638,13871.3,1971-06-21
7184,9832.6,2021-10-08
7816,7015.0,2020-12-20
6005,2653.2,1999-03-22
2996,18233.6,2007-08-27
6211,15945.0,2013-06-04
1271,14398.0,1975-03-15
5965,19190.0,1979-09-17
4365,16713.0,2023-09-24
7417,7428.2,2017-05-06
2493,2462.1,1991-05-14
1660,14418.4,1981-05-14
2756,13260.4,1995-10-19
6468,3469.3,1989-01-04
2186,3246.0,2016-04-08
6166,13131.8,2004-10-31
5582,6425.8,1991-03-09
1775,14318.3,1980-06-30
6758,2241.8,2017-11-25
4403,14529.6,1970-09-30
4261,9369.5,1980-07-23
2932,16412.8,1987-06-26
1542,5538.8,1985-03-08
714,3324.9,1995-02-24
7799,11558.4,2008-04-24
6090,10174.0,1990-10-10
3621,10911.6,1991-11-03
1146,11756.1,1982-01-18
6445,7598.1,1998-06-19
6611,1577.8,2001-05-16
3621,12865.6,1988-04-05
5375,11270.8,1979-06-06
1223,11139.9,1991-01-29
576,11185.6,2011-01-13
7380,7754.9,1997-12-06
4783,1515.8,2009-06-14
4327,7930.3,2009-06-18
2218,18691.1,1979-10-17
2289,18589.3,2000-06-22
5817,16163.3,1994-09-22
1494,18346.6,1986-01-29
2996,5125.3,1993-04-10
4375,6352.4,1989-08-20
7712,16178.8,2011-05-27
2945,1340.3,2022-11-13
5072,1153.2,1972-06-29
1868,19962.6,2016-07-07
2723,3265.6,1973-07-24
1184,2907.1,2000-01-28
3554,11913.1,2012-10-14
7957,8032.6,2001-03-28
3034,2690.3,1991-04-06
6208,3787.4,2006-07-12
6362,3011.7,1984-08-05
7349,10844.6,2010-03-01
4065,4841.8,1993-12-13
7305,12397.6,1976-02-02
5309,4404.8,2000-12-27
5574,12780.9,1972-09-28
4256,17948.8,1982-03-08
7233,5331.1,2013-07-28
7345,19908.3,1996-01-30
437,14340.6,1979-04-04
3788,12219.0,2012-12-10
7215,16356.0,2010-07-13
2800,6612.4,1974-09-26
4309,8723.6,1972-07-19
195,16993.5,2015-08-17
6046,8073.4,1975-01-23
2001,8095.9,1996-07-28
5124,4407.7,2009-07-08
1884,11336.1,1999-11-25
7003,8031.0,1987-06-04
5834,972.7,2004-02-02
4698,7343.0,1999-09-05
5122,12985.2,2021-04-26
4080,10133.6,1995-01-08
2929,17789.4,1974-05-14
593,18990.0,2009-02-06
5373,6191.4,2021-05-03
6759,864.6,1992-02-17
4903,16934.6,1996-08-07
5744,952.4,1997-12-15
990,6269.4,1982-01-20
7327,11044.3,1981-05-01
5207,16044.5,1984-07-05
7116,17065.8,1998-04-28
1316,6646.1,1979-01-02
7981,15549.4,1981-11-18
1158,12769.3,1978-10-09
4606,16281.0,1970-05-18
7807,15765.3,2012-06-11
7979,4962.4,1998-09-18
1283,4155.9,2013-11-03
705,12863.9,1975-12-05
1377,3600.9,2011-12-14
6631,7954.0,1984-12-17
1038,15890.4,1977-05-06
4683,15885.0,1974-08-03
2480,17670.1,1976-02-01
6783,10390.8,2013-01-06
560,16627.1,2020-12-08
3730,17932.3,1984-04-08
4381,18609.9,2003-08-23
3422,17932.3,1985-05-02
253,2669.2,1980-05-07
5293,10001.6,1993-04-12
6640,14742.9,1985-12-29
7744,1685.0,1990-08-21
3588,19703.1,2001-09-19
2583,1998.5,1998-05-12
806,6271.9,2005-11-03
3445,18457.4,1997-10-03
6646,7864.2,2002-01-19
3363,10358.7,2021-04-03
3193,3744.1,2004-03-09
7949,16123.1,1988-08-14
303,5637.2,2017-06-30
1894,9438.1,2010-11-15
1411,17351.3,1996-05-12
4134,19304.7,1999-11-06
2332,1703.7,1977-12-12
7581,11393.2,2021-09-07
5045,6400.5,1990-05-08
7222,8145.2,2023-09-25
7414,17800.3,1976-06-12
7337,12705.7,2021-07-31
3758,8828.8,2018-08-29
1709,5422.7,2017-01-11
435,8118.0,1973-01-02
1207,4401.8,1974-04-07
5622,12013.6,2001-03-09
4027,10220.4,2012-03-23
2826,5778.0,2016-12-23
5279,2422.5,1995-07-01
892,12809.4,2005-06-06
177,2023.7,2018-05-21
2218,8759.5,2019-04-26
5918,4084.3,2023-09-27
6880,14869.7,1991-05-23
797,18965.0,1972-11-17
4381,15280.1,2004-04-21
4331,13742.4,1987-07-10
4045,2707.2,1975-02-07
1290,1719.7,1980-01-10
2351,16355.1,1996-04-24
2442,1802.3,1980-02-12
7041,11601.8,2019-10-09
1867,14492.6,2007-01-17
487,14808.1,1974-09-08
368,12173.6,1998-11-05
420,2778.9,1971-05-07
1428,560.3,1972-10-26
5643,9159.3,1993-03-12
1430,11634.9,1981-06-12
5697,17334.2,1997-06-19
4759,8793.8,1994-12-25
6848,4370.5,2011-11-01
1238,18941.5,1985-08-10
1088,11138.7,1988-10-24
3559,15561.9,1992-09-08
3214,14369.6,2011-05-17
4937,13414.0,2004-11-19
1405,11933.4,2013-10-29
3529,17061.3,1974-05-09
7507,6199.1,1997-08-19
7350,18730.3,1989-08-12
1495,3790.1,1976-07-01
6059,4726.6,2012-09-27
6185,741.9,1992-01-26
3166,19400.8,2011-01-09
5274,9623.8,2011-12-12
7597,18145.1,2004-03-01
6040,18719.0,1972-10-28
1332,13729.4,2012-01-04
4132,6131.0,2008-04-22
7381,13436.1,1989-06-21
4029,16784.5,1988-07-02
5045,5373.6,1973-03-23
3773,14058.3,2018-01-29
1877,17432.8,1986-08-06
602,19612.3,2017-01-21
1719,8929.9,1993-07-18
294,2714.8,1974-02-22
4316,9546.2,1988-02-01
2323,18988.0,2010-03-20
4640,5759.3,2015-02-24
7325,1654.9,1983-10-13
6759,2333.3,1984-12-14
6265,16640.7,1972-07-29
1530,1290.0,2013-09-24
2196,7327.4,2017-04-04
5418,12332.6,1983-11-11
2401,10721.2,2016-12-03
4519,14970.0,1993-12-08
2574,17631.7,2002-08-20
5196,9561.1,2009-09-20
3569,5841.6,1988-05-30
1980,3124.0,1980-09-24
5815,18389.7,1994-10-07
405,2588.2,1993-05-25
7637,6056.0,1974-07-12
2291,14364.0,2012-08-14
5438,6421.3,1977-05-10
3738,11643.9,2017-02-26
2886,557.4,1994-01-14
7440,11941.5,1978-02-14
6039,2927.8,1970-08-05
1455,15211.2,1991-06-23
6075,12579.8,2022-02-02
2956,13946.5,1997-12-09
1030,7730.3,2009-08-22
2188,1105.7,2011-12-24
2094,5020.3,1982-06-05
5101,11963.1,1973-02-25
6608,10704.2,2004-05-11
5300,14453.3,1989-10-18
2764,3164.5,2016-03-14
4309,15436.7,1999-07-20
3893,4639.3,1998-10-04
648,6972.1,1977-02-16
6885,14865.0,2003-10-02
4048,7890.3,1970-06-16
1751,9455.1,2021-01-05
922,3499.1,1996-02-06
6066,9509.0,2023-09-27
3830,2743.7,1999-02-10
5735,8125.6,1979-11-22
4077,6224.6,2000-09-11
3823,14993.2,2011-04-05
3381,8096.5,1995-12-11
2045,7831.5,1984-08-22
3569,4718.9,1970-08-31
4045,7793.4,2022-02-15
441,2947.5,2009-11-12
124,1538.7,2001-04-22
5916,19989.4,1984-12-01
6763,3224.9,2004-05-25
3051,9424.8,1983-12-21
6067,11252.0,2001-08-21
5225,2164.7,1991-12-08
607,12986.3,2021-05-26
73,12266.9,1981-06-04
1688,9538.1,1999-04-01
1962,13668.5,1994-12-29
4905,8270.1,1981-05-20
5581,15937.7,1990-07-19
3054,16876.6,2014-01-20
5015,3615.1,2018-10-09
7967,13067.6,1989-06-06
2936,15161.8,1996-07-11
7485,15474.8,2018-05-03
6788,15078.8,1971-08-20
6841,4612.5,1998-05-18
550,7567.5,1973-08-19
769,15998.3,2001-08-28
5948,4213.4,1980-03-06
4325,4848.2,1990-03-04
2695,10786.9,1985-01-21
6369,18882.4,1990-09-18
7098,16256.6,1992-03-20
503,17533.6,1996-06-19
3518,12565.4,2006-03-10
7103,6029.0,2022-08-31
4644,16278.7,1989-06-04
1216,6161.3,2017-09-15
1376,14513.8,1991-01-04
6518,502.6,2006-07-09
4783,15418.1,1970-04-21
3742,6499.2,1999-06-11
1429,18567.2,1999-02-22
498,17169.9,1974-05-27
4296,12893.2,1995-09-08
2261,15930.4,1975-08-06
1632,18303.4,1976-02-23
577,9164.8,1994-03-31
5560,19830.7,1972-01-06
1106,2651.8,1981-08-28
725,11902.2,1990-11-18
234,10655.8,2005-08-01
5719,1775.7,1992-03-14
3827,5724.0,2021-11-09
6733,16117.3,2019-01-30
1302,7995.7,1992-11-10
6874,5587.9,1975-06-03
6205,14811.0,2014-05-23
3684,715.6,1997-12-12
1706,14691.2,2014-12-25
3851,3512.0,2004-04-08
6100,7527.6,1988-05-17
9,3436.4,1990-10-13
4381,3031.3,2019-12-03
4324,12108.0,2016-12-05
6355,8945.8,2009-01-07
1796,11246.5,2017-06-08
618,13387.6,1978-06-09
2513,2953.4,2009-06-09
4891,12645.4,1988-06-19
7396,14186.9,1988-09-07
6686,19212.9,2001-04-25
3344,3608.7,2017-09-02
960,17434.5,2014-01-22
4725,4572.4,2023-01-17
6773,10413.5,1992-02-24
3485,2792.6,1995-04-11
7240,3963.8,1989-02-13
3911,13785.0,1986-03-26
4561,11980.3,2019-06-22
3154,19503.9,1970-11-16
2428,16147.5,1994-07-19
355,10819.8,1975-03-31
4456,11438.0,2022-04-10
7169,9616.5,1974-11-18
3603,5478.9,2003-11-20
2247,14364.5,1977-10-31
7578,6709.7,1973-12-22
6093,13167.0,2021-01-16
6876,7802.5,1990-08-29
2308,1426.0,1995-10-06
3678,1983.4,2018-01-18
1856,3406.7,1995-05-17
1421,5027.1,1992-09-22
6231,16763.8,2012-03-21
5347,19719.7,2014-04-20
2126,17098.0,2021-04-22
6921,19918.0,1985-04-16
5384,6463.5,2000-05-11
4055,15363.1,2010-12-24
242,14851.7,2002-11-18
3295,6154.8,1977-12-17
2324,9251.1,1972-12-12
7579,6477.0,1989-11-27
6433,15387.5,1979-09-18
2892,13622.6,1990-07-27
366,10691.7,2013-12-08
1656,4684.3,2019-12-31
243,16876.0,1988-05-28
1639,6540.6,2008-03-24
1890,18479.2,1991-01-19
6035,9737.4,2020-07-15
5808,2250.1,1985-11-16
2405,4590.6,2022-03-18
1460,1316.4,2009-03-29
4248,13930.6,2016-09-22
2738,3320.7,2010-02-27
3509,7960.3,2001-05-25
7053,6925.4,1987-07-03
4687,8951.6,1978-02-03
6829,9112.8,2023-04-29
2135,5305.7,1996-01-28
3335,9411.0,1978-08-05
5853,8822.3,1995-06-19
5820,16609.9,2003-10-31
3516,7960.0,1994-01-03
5595,19872.0,2007-10-08
3749,10629.1,2001-08-22
6931,2030.3,1983-04-21
3561,14831.8,1995-08-19
4361,17244.0,2022-04-26
4549,18651.1,2012-07-14
4011,16268.1,1993-01-02
7722,15804.4,2017-02-12
3692,4169.8,1990-06-23
2072,12464.7,2018-02-18
1407,3502.9,1985-08-01
7488,11249.9,1993-05-31
5158,6528.5,2007-08-29
4898,13869.1,2021-06-02
3869,7400.7,2008-01-22
8,6173.9,1977-08-24
4907,7620.8,1993-01-09
5496,13163.8,1982-01-22
1052,8044.9,1995-08-25
2320,6106.5,2006-09-15
4091,19005.0,1995-02-19
6935,15044.3,1977-09-05
7988,14456.1,2016-05-10
6451,5752.0,1990-09-30
5280,17022.6,1997-10-14
1510,14713.2,1970-06-02
1299,17220.4,1985-12-27
5501,18186.0,2013-06-26
5437,11499.1,1979-11-14
731,885.9,1970-01-23
1985,2655.9,2009-11-04
2129,1417.2,1998-07-04
2276,8487.5,1989-04-13
6341,8997.3,2017-06-05
3198,14353.4,2011-10-31
2679,2135.3,2019-11-09
6636,10321.9,2005-09-29
2066,2084.2,2002-06-29
3107,13194.6,1987-08-08
7631,6074.4,2007-08-01
7894,1052.5,2023-08-05
963,17783.7,2021-12-14
7937,17578.5,1975-01-24
4673,9784.8,2019-05-22
1012,8774.0,1974-07-16
7246,13701.5,2020-06-11
1460,5980.9,2000-06-12
2600,4760.4,1975-03-28
7761,14789.4,2016-11-02
524,914.5,2010-08-18
6901,1199.6,1991-09-10
4335,14176.3,2000-03-19
3802,19772.0,1987-10-22
3300,19520.2,2019-06-04
7721,12053.3,1983-01-08
6503,3272.7,1976-06-22
2207,18124.0,2010-11-10
227,16947.1,2011-11-22
6727,11019.5,2006-02-28
5725,14352.4,1993-05-17
1031,5981.3,2016-08-15
7050,14974.9,2008-03-10
2641,15085.7,1987-09-12
4270,16729.6,2018-08-31
4338,769.4,1981-12-19
383,15802.9,1981-03-28
746,3379.4,1974-02-21
3427,18966.9,2013-12-11
6639,19821.0,2012-02-04
2357,9872.9,1999-03-18
2841,10693.0,2020-06-13
6248,15059.5,1994-02-10
5648,1008.8,1977-09-16
6067,12440.0,2018-09-06
6554,3415.1,1985-03-22
2365,9864.6,2008-03-13
2483,10755.3,2010-08-24
1671,2472.6,2012-01-18
3351,9310.0,2010-12-13
1581,10284.7,1973-03-22
5677,4958.0,1989-01-30
2680,5134.8,2015-02-03
7789,1564.6,2010-02-02
2149,11835.4,2014-09-20
1267,5677.9,2000-01-20
7759,12195.3,1973-04-28
5816,15348.1,1984-05-24
782,9544.9,1991-08-04
7576,8932.9,2001-11-06
1072,3610.6,2013-07-23
1198,7748.7,1976-08-09
6387,741.3,2008-10-27
3844,19846.1,2008-02-02
7537,10576.4,1986-11-13
1447,8018.4,1980-10-21
7803,11335.4,1996-01-13
5902,16879.1,1977-04-16
7247,8594.2,1997-07-17
4182,4384.8,2011-07-19
322,15499.4,2015-10-13
4305,19573.9,1973-10-11
7680,4261.3,1971-06-27
6798,14508.6,2002-08-14
915,4200.6,1986-12-08
6415,19727.9,2015-03-22
7509,6660.5,1977-12-17
1952,16426.3,1984-01-13
2238,1186.9,1995-12-31
939,2930.4,2018-10-05
79,11053.3,2010-09-10
2020,13737.0,1986-10-30
1182,3759.3,2014-04-01
5013,14885.4,2016-10-01
2686,14078.5,1990-02-26
513,19480.2,1988-01-23
3462,3384.2,2018-05-26
5236,15754.6,2007-08-13
2026,4063.4,2017-07-06
5389,5663.1,1996-06-10
5015,1963.3,1970-07-19
553,17559.9,2017-12-23
4614,10323.7,2013-03-13
7756,4485.3,1993-09-22
2637,14030.2,1981-03-13
2851,3628.4,1970-11-11
6820,16229.4,1993-03-27
4557,19562.7,2009-08-28
608,1500.6,2008-02-27
5206,9463.6,2016-12-06
1510,13468.8,1971-01-20
7650,11072.2,1987-10-06
3274,7195.7,2001-01-11
175,5224.7,2008-06-02
2476,15007.0,2007-10-09
626,2754.5,2014-12-07
4126,12882.1,2017-04-02
2623,19941.8,1994-07-29
6362,2033.0,1992-07-19
6169,14373.6,2014-08-05
7256,2367.0,1995-09-12
7236,10768.3,1980-10-23
1977,19470.9,2001-04-21
4674,8231.0,1970-05-21
3182,14549.8,1995-10-30
2703,4438.5,1983-04-08
2441,19218.8,2023-08-16
7713,929.5,1987-11-30
5939,2433.6,2020-11-05
4420,4971.1,2017-09-27
3056,14040.2,1991-08-30
4596,5935.6,2007-08-18
2175,2078.4,1997-11-15
1302,13332.8,2016-09-27
7168,16462.8,1977-09-03
6797,13841.2,2022-08-25
7964,5640.7,2009-02-12
3560,18454.3,1992-05-29
5495,13632.7,1985-03-26
37,2943.7,2011-10-22
6380,15634.0,1990-05-31
2844,5599.8,2013-06-09
4687,18443.6,1982-04-17
937,13179.9,2010-08-17
1877,907.5,2017-05-12
7298,17721.9,1979-10-24
3254,14595.2,1980-08-02
3214,11864.7,1983-12-25
3037,10539.4,2013-11-07
7084,12868.5,1995-07-06
5027,2733.5,1973-04-03
7732,7515.5,2022-06-19
531,14061.4,1972-10-01
4721,9566.4,1997-07-29
2073,10369.3,1985-10-15
3874,16282.6,2011-06-08
7249,11965.6,2013-05-23
3452,5905.2,1971-02-18
4300,14772.4,2018-07-01
4721,10464.1,2002-12-12
6076,18878.1,1986-12-27
6378,11690.3,2011-02-01
5925,1791.6,2004-12-29
7023,2542.5,2004-10-24
4821,19821.6,1972-09-03
1431,9375.7,1976-06-05
5915,10286.6,1976-01-11
829,5300.0,1980-03-09
3566,19175.4,2008-03-12
6788,17646.7,1984-05-25
6237,13825.3,2014-04-09
5521,15072.0,1992-01-23
6921,14520.3,1987-12-18
5446,5166.8,1971-06-07
2219,4449.0,1986-12-23
1787,2788.1,1983-07-16
6457,4113.3,1980-09-07
2900,5318.3,2000-08-30
52,13126.1,1994-11-19
302,2009.6,2012-01-25
1819,6889.3,2007-01-15
5269,17269.5,1998-05-01
5745,4294.1,1996-11-29
2058,15076.1,2001-02-13
5486,12849.4,2022-11-29
5424,2957.4,2019-09-03
4975,14153.7,2014-02-22
1752,12738.0,1979-08-06
6530,9628.9,1970-01-19
1726,815.6,2000-03-03
3128,13477.9,1980-12-12
2783,9073.2,2006-06-22
1423,17369.2,1992-11-13
4132,9895.5,2020-01-12
2186,13757.4,2012-02-15
1759,10755.8,2014-06-21
4598,7766.6,1980-11-27
3697,12306.7,1975-10-25
6079,11779.8,2007-01-25
1029,10952.1,1987-08-18
4441,915.2,1982-10-09
4157,9219.3,2006-12-08
2391,19029.1,2006-05-14
1831,17725.8,2017-05-22
6923,18117.6,2017-01-07
5600,12764.9,2005-07-03
7397,10474.1,2008-12-28
6313,4356.4,1978-09-03
7170,15294.8,1989-12-11
1080,1833.1,1986-11-08
4792,18852.2,1999-04-10
1900,10117.3,1971-01-21
2884,3924.8,1993-01-21
5450,11596.8,2011-09-21
1695,16402.8,1979-04-12
7009,8299.9,1983-01-30
7717,13554.6,2017-03-02
7864,14951.7,2018-10-24
3869,11393.3,2015-08-17
2040,6374.5,2009-04-05
649,14567.9,1971-06-19
7708,14658.9,2012-10-07
7596,7841.0,2019-11-08
7829,16666.1,2007-04-26
4727,2511.8,1996-08-11
6425,14648.6,1996-03-07
2305,10028.1,1987-07-17
4911,17599.5,1974-10-18
7976,2067.2,2014-02-07
723,19366.3,2015-05-15
2961,1927.7,1990-02-03
4939,17398.3,2023-07-27
763,18489.4,1981-03-21
2944,16678.6,2002-07-21
4779,8583.7,2010-06-12
7694,14324.6,1998-08-04
1770,15240.0,2009-06-23
3794,17708.0,2007-06-01
2364,12630.1,2021-07-17
3867,18112.9,2007-05-14
1203,17749.2,2008-05-22
3167,18258.5,1999-04-12
6047,10388.5,2006-05-23
5894,14220.5,1985-04-08
1814,8234.1,1987-01-06
5479,9833.9,1973-08-13
3981,10486.7,1986-04-30
4888,19051.0,2022-01-27
3965,4391.4,2008-01-29
1209,11541.6,1996-04-18
6254,19732.9,1970-05-02
5764,4866.6,2022-06-27
7330,8585.7,2007-10-27
2266,8656.6,1997-11-02
5836,5379.3,2004-11-30
3149,4734.5,2022-06-19
426,7420.6,2014-11-16
2527,3330.0,2020-07-16
821,10604.6,1985-09-10
2597,16694.6,1980-10-07
3476,16671.5,1994-12-03
7662,2318.0,2013-06-23
1541,1913.2,2014-06-10
7445,8228.2,2007-10-19
3604,17137.5,1989-04-20
358,6831.5,2002-06-26
5605,12629.2,1999-01-07
5288,11119.8,1994-01-30
1103,12190.9,1996-04-13
1324,14686.4,2007-11-29
6973,17830.5,2009-04-13
5185,3625.9,2007-06-07
1572,19396.0,2019-10-02
3040,3849.7,1994-12-04
3688,16484.1,1970-11-23
7447,4345.2,2009-11-24
5619,6553.0,2015-01-14
6454,5825.1,2016-09-26
415,7077.6,1973-04-25
6897,16480.4,1996-06-02
4533,507.7,1980-01-30
250,11006.8,1985-06-14
5320,1133.5,1974-05-25
7326,13313.9,2016-04-02
3220,15302.6,1990-10-28
4602,11061.7,1972-02-24
1642,18865.1,2012-07-02
1100,11325.7,1977-11-03
5738,1130.9,1972-05-23
4662,3796.1,1990-10-12
6784,19379.3,1970-07-04
349,17303.3,1977-10-03
1676,3106.4,2022-04-05
1544,2206.3,2021-12-28
2909,6694.5,1994-07-09
1881,4478.3,1986-03-04
5544,4999.9,1978-02-17
5622,18584.7,1984-06-24
211,8398.9,1974-11-18
5714,17351.0,2012-06-11
2065,9633.9,2010-09-26
2727,15726.4,2000-02-29
3537,13707.8,2008-10-25
2872,3799.5,2001-05-18
609,2761.8,1989-08-30
4327,9655.7,1993-02-15
612,7012.5,2003-06-20
5028,11764.5,1977-12-31
2514,13737.2,1998-10-11
2246,8030.8,1976-02-14
3328,2700.6,1993-02-07
7374,3061.5,2005-01-19
5189,10190.7,1986-08-31
549,10352.6,1981-01-17
4789,774.8,1990-03-06
5275,8105.9,2012-03-04
6616,4251.2,2009-10-04
2148,12248.4,1970-03-24
4503,4099.6,1989-09-11
627,9435.8,2023-10-14
3093,17887.9,1998-02-12
3159,11007.1,2010-07-22
7942,18875.1,1991-08-01
48,17533.6,2007-11-26
464,14900.8,2013-03-18
7128,7202.4,1992-04-17
4780,18465.9,1976-05-28
3682,19950.7,1977-07-03
5488,6265.9,2016-10-08
7263,640.1,2011-10-26
2818,1234.7,2000-04-18
4203,15156.1,2010-01-31
1738,6054.6,1996-10-27
7597,18005.2,1975-10-18
1809,4939.9,1972-05-08
830,11216.5,1994-05-21
7490,14308.5,1994-05-13
7059,3419.6,2016-06-22
7972,10258.8,1981-06-05
804,4335.9,1971-01-23
3120,9814.1,1995-05-10
6434,6341.1,1973-03-05
5154,10747.8,1991-01-01
1759,1402.0,1974-11-04
3207,14292.6,2013-08-25
808,12511.8,2007-10-13
994,15664.4,1993-02-15
5727,15694.3,1998-06-05
7587,9108.3,2015-07-17
1213,1566.8,2001-04-04
5105,7950.5,2019-01-16
816,19178.2,2023-06-18
5584,17687.7,2011-11-01
7007,16482.0,1976-11-25
2142,9953.9,2010-01-18
3120,15765.5,1974-01-13
135,11290.1,2023-12-20
5921,7376.0,1975-05-23
4897,11965.8,1977-03-01
1892,18616.3,1994-04-21
5193,5303.4,1988-12-18
176,16175.2,1981-11-07
344,15549.0,1973-02-24
5332,6032.8,1997-12-22
1428,903.4,2017-11-18
491,6702.7,1987-09-29
5271,5185.5,1986-05-28
433,19722.3,2006-08-26
7520,2998.9,2003-01-10
7072,17765.6,1994-08-05
2895,17209.6,1991-06-02
3680,12227.8,1976-01-13
1997,10863.0,2022-09-16
3272,4113.2,2004-10-18
1285,16250.4,1983-08-18
2059,5737.6,1994-03-22
6446,1721.3,2023-04-14
5606,18201.5,1982-03-21
1189,7809.5,2018-02-28
2937,2801.9,1992-04-25
4833,7008.3,1996-09-23
4421,4080.5,2019-10-07
7933,7298.8,1989-05-28
3933,8256.5,1984-10-31
4865,13884.2,2005-07-28
5116,5837.3,1975-10-02
971,6567.4,2023-06-08
5002,13856.6,1975-02-21
5427,18580.2,1977-06-29
2249,17120.6,1981-10-13
6776,8468.7,2007-10-20
1039,3537.4,1976-02-24
3738,13562.6,1978-11-02
7809,18155.6,1986-09-01
6180,8490.9,1995-02-20
2194,3914.5,2004-09-24
5899,10739.2,2005-08-03
4767,6164.4,2023-11-29
608,13372.7,2015-09-14
542,3546.6,1997-12-04
4624,12596.5,2007-04-16
