service_type_id,service_name,utility_company_id
1105,Installation of energy-efficient lighting and heating systems,3931
677,Supply of drinking water for residents and businesses,4171
593,Repair and replacement of the heating system in residential premises,4382
2262,Supply of electricity for lighting and household needs of the residents,356
713,Repair and replacement of the heating system in residential premises,386
1037,Conducting seminars and trainings on energy efficiency for residents and businesses,4919
1370,Provision of district heating services for apartment buildings,2574
777,Organizing regular garbage collection and its subsequent disposal,1120
977,Repair and replacement of the heating system in residential premises,618
1126,Provision of district heating services for apartment buildings,1504
87,Supply of electricity for lighting and household needs of the residents,6878
2917,Conducting seminars and trainings on energy efficiency for residents and businesses,1145
2326,Installing modern electricity meters to accurately record consumption,3026
1812,Installation of energy-efficient lighting and heating systems,1659
1279,Installation of energy-efficient lighting and heating systems,4925
1321,Installing modern electricity meters to accurately record consumption,1314
2696,Supply of electricity for lighting and household needs of the residents,6496
2005,Supply of electricity for lighting and household needs of the residents,1842
1733,Supply of electricity for lighting and household needs of the residents,5037
2097,Conducting seminars and trainings on energy efficiency for residents and businesses,834
2935,Provision of district heating services for apartment buildings,1542
173,Installing modern electricity meters to accurately record consumption,6177
2015,Regular maintenance of elevators in residential buildings,1864
2513,Installation of energy-efficient lighting and heating systems,2875
520,Installing modern electricity meters to accurately record consumption,200
370,Regular maintenance of elevators in residential buildings,544
616,Advising on the choice of energy-efficient technologies and equipment for households,5411
1995,Supply of electricity for lighting and household needs of the residents,4125
1447,Organizing regular garbage collection and its subsequent disposal,5527
1898,Installation of energy-efficient lighting and heating systems,945
1749,Provision of district heating services for apartment buildings,6561
1111,Supply of drinking water for residents and businesses,4691
2068,Organizing regular garbage collection and its subsequent disposal,1387
1965,Provision of district heating services for apartment buildings,4431
927,Regular maintenance of elevators in residential buildings,1091
814,Provision of district heating services for apartment buildings,523
1310,Regular maintenance of elevators in residential buildings,2528
2533,Advising on the choice of energy-efficient technologies and equipment for households,4604
323,Supply of drinking water for residents and businesses,2740
697,Supply of drinking water for residents and businesses,4704
551,Supply of drinking water for residents and businesses,95
898,Installation of energy-efficient lighting and heating systems,4575
2718,Provision of district heating services for apartment buildings,4378
1442,Repair and replacement of the heating system in residential premises,2400
2789,Installing modern electricity meters to accurately record consumption,1576
461,Advising on the choice of energy-efficient technologies and equipment for households,2417
328,Repair and replacement of the heating system in residential premises,2339
2672,Installing modern electricity meters to accurately record consumption,4240
1781,Installing modern electricity meters to accurately record consumption,882
1858,Advising on the choice of energy-efficient technologies and equipment for households,6124
2315,Regular maintenance of elevators in residential buildings,5421
1319,Repair and replacement of the heating system in residential premises,5400
917,Conducting seminars and trainings on energy efficiency for residents and businesses,266
2057,Supply of electricity for lighting and household needs of the residents,2257
2257,Repair and replacement of the heating system in residential premises,2457
1869,Supply of drinking water for residents and businesses,2918
2520,Supply of electricity for lighting and household needs of the residents,413
398,Repair and replacement of the heating system in residential premises,916
793,Supply of drinking water for residents and businesses,748
581,Installing modern electricity meters to accurately record consumption,3970
83,Supply of drinking water for residents and businesses,2101
46,Installation of energy-efficient lighting and heating systems,2273
1220,Provision of district heating services for apartment buildings,1338
272,Repair and replacement of the heating system in residential premises,4159
52,Regular maintenance of elevators in residential buildings,1730
575,Repair and replacement of the heating system in residential premises,1328
1576,Organizing regular garbage collection and its subsequent disposal,739
448,Supply of electricity for lighting and household needs of the residents,1043
1294,Advising on the choice of energy-efficient technologies and equipment for households,4891
2936,Repair and replacement of the heating system in residential premises,4441
505,Supply of drinking water for residents and businesses,6727
1685,Provision of district heating services for apartment buildings,2555
839,Conducting seminars and trainings on energy efficiency for residents and businesses,6222
2314,Organizing regular garbage collection and its subsequent disposal,6367
1095,Provision of district heating services for apartment buildings,3885
1054,Provision of district heating services for apartment buildings,6894
572,Repair and replacement of the heating system in residential premises,1047
2259,Installing modern electricity meters to accurately record consumption,72
1592,Provision of district heating services for apartment buildings,6997
668,Regular maintenance of elevators in residential buildings,1432
457,Regular maintenance of elevators in residential buildings,571
304,Supply of electricity for lighting and household needs of the residents,6065
910,Advising on the choice of energy-efficient technologies and equipment for households,6268
1843,Repair and replacement of the heating system in residential premises,333
1100,Repair and replacement of the heating system in residential premises,67
2260,Supply of electricity for lighting and household needs of the residents,2316
2643,Installation of energy-efficient lighting and heating systems,737
849,Supply of drinking water for residents and businesses,4980
557,Supply of electricity for lighting and household needs of the residents,4077
28,Supply of drinking water for residents and businesses,6434
80,Conducting seminars and trainings on energy efficiency for residents and businesses,5321
652,Regular maintenance of elevators in residential buildings,1910
192,Installing modern electricity meters to accurately record consumption,3742
2355,Installing modern electricity meters to accurately record consumption,4035
1082,Organizing regular garbage collection and its subsequent disposal,2262
2693,Installing modern electricity meters to accurately record consumption,3877
1886,Repair and replacement of the heating system in residential premises,5372
1178,Organizing regular garbage collection and its subsequent disposal,3300
2406,Supply of electricity for lighting and household needs of the residents,4644
176,Installation of energy-efficient lighting and heating systems,4943
208,Organizing regular garbage collection and its subsequent disposal,6136
1064,Installation of energy-efficient lighting and heating systems,2202
1563,Advising on the choice of energy-efficient technologies and equipment for households,5230
2560,Organizing regular garbage collection and its subsequent disposal,1300
93,Organizing regular garbage collection and its subsequent disposal,6546
1839,Organizing regular garbage collection and its subsequent disposal,4157
2784,Advising on the choice of energy-efficient technologies and equipment for households,4097
2409,Repair and replacement of the heating system in residential premises,5746
1158,Installing modern electricity meters to accurately record consumption,884
2519,Regular maintenance of elevators in residential buildings,781
2392,Regular maintenance of elevators in residential buildings,4866
2689,Organizing regular garbage collection and its subsequent disposal,5654
1,Installation of energy-efficient lighting and heating systems,3654
858,Installation of energy-efficient lighting and heating systems,3356
2871,Organizing regular garbage collection and its subsequent disposal,6478
1432,Advising on the choice of energy-efficient technologies and equipment for households,1878
1327,Installing modern electricity meters to accurately record consumption,1754
648,Repair and replacement of the heating system in residential premises,4110
2532,Supply of drinking water for residents and businesses,949
2920,Provision of district heating services for apartment buildings,55
2521,Organizing regular garbage collection and its subsequent disposal,2340
1478,Advising on the choice of energy-efficient technologies and equipment for households,2077
695,Supply of electricity for lighting and household needs of the residents,6014
2031,Regular maintenance of elevators in residential buildings,3149
206,Installing modern electricity meters to accurately record consumption,260
765,Advising on the choice of energy-efficient technologies and equipment for households,6379
2101,Installation of energy-efficient lighting and heating systems,1244
1824,Advising on the choice of energy-efficient technologies and equipment for households,1868
1077,Repair and replacement of the heating system in residential premises,2189
1377,Installing modern electricity meters to accurately record consumption,2305
962,Installing modern electricity meters to accurately record consumption,4531
1566,Installation of energy-efficient lighting and heating systems,3132
514,Supply of electricity for lighting and household needs of the residents,5111
1462,Conducting seminars and trainings on energy efficiency for residents and businesses,1485
2944,Regular maintenance of elevators in residential buildings,5673
434,Conducting seminars and trainings on energy efficiency for residents and businesses,4086
2185,Organizing regular garbage collection and its subsequent disposal,1547
1884,Repair and replacement of the heating system in residential premises,4838
331,Supply of electricity for lighting and household needs of the residents,4166
832,Installing modern electricity meters to accurately record consumption,397
1149,Provision of district heating services for apartment buildings,4093
1207,Supply of electricity for lighting and household needs of the residents,3761
2004,Repair and replacement of the heating system in residential premises,6790
1295,Conducting seminars and trainings on energy efficiency for residents and businesses,3932
2375,Regular maintenance of elevators in residential buildings,680
2444,Regular maintenance of elevators in residential buildings,5668
2516,Repair and replacement of the heating system in residential premises,4457
1952,Installing modern electricity meters to accurately record consumption,6706
1343,Organizing regular garbage collection and its subsequent disposal,5680
2124,Provision of district heating services for apartment buildings,1385
282,Supply of drinking water for residents and businesses,1479
1487,Regular maintenance of elevators in residential buildings,4263
2755,Supply of drinking water for residents and businesses,54
2804,Supply of drinking water for residents and businesses,5153
2631,Conducting seminars and trainings on energy efficiency for residents and businesses,5531
1487,Installation of energy-efficient lighting and heating systems,5012
1984,Installation of energy-efficient lighting and heating systems,2000
2141,Regular maintenance of elevators in residential buildings,4262
547,Conducting seminars and trainings on energy efficiency for residents and businesses,4507
484,Repair and replacement of the heating system in residential premises,5176
1845,Conducting seminars and trainings on energy efficiency for residents and businesses,647
164,Installation of energy-efficient lighting and heating systems,4303
2443,Installing modern electricity meters to accurately record consumption,6732
1612,Conducting seminars and trainings on energy efficiency for residents and businesses,2188
247,Conducting seminars and trainings on energy efficiency for residents and businesses,4599
2658,Regular maintenance of elevators in residential buildings,6964
1156,Supply of drinking water for residents and businesses,5080
398,Installation of energy-efficient lighting and heating systems,1294
2486,Conducting seminars and trainings on energy efficiency for residents and businesses,1580
1479,Repair and replacement of the heating system in residential premises,3123
1662,Organizing regular garbage collection and its subsequent disposal,4953
249,Supply of electricity for lighting and household needs of the residents,6306
188,Supply of drinking water for residents and businesses,2337
2111,Provision of district heating services for apartment buildings,4978
814,Supply of electricity for lighting and household needs of the residents,3780
1574,Regular maintenance of elevators in residential buildings,6112
2929,Advising on the choice of energy-efficient technologies and equipment for households,2803
2630,Organizing regular garbage collection and its subsequent disposal,1960
2623,Regular maintenance of elevators in residential buildings,6380
2000,Supply of electricity for lighting and household needs of the residents,5092
2357,Regular maintenance of elevators in residential buildings,1125
2769,Supply of drinking water for residents and businesses,297
2037,Advising on the choice of energy-efficient technologies and equipment for households,3772
39,Supply of drinking water for residents and businesses,4008
1909,Repair and replacement of the heating system in residential premises,1425
2009,Organizing regular garbage collection and its subsequent disposal,5783
1720,Regular maintenance of elevators in residential buildings,1724
1077,Supply of drinking water for residents and businesses,3468
432,Advising on the choice of energy-efficient technologies and equipment for households,6558
2857,Supply of drinking water for residents and businesses,6182
667,Installation of energy-efficient lighting and heating systems,5413
2799,Installation of energy-efficient lighting and heating systems,3382
529,Supply of electricity for lighting and household needs of the residents,4307
980,Regular maintenance of elevators in residential buildings,2648
1341,Conducting seminars and trainings on energy efficiency for residents and businesses,1822
1758,Provision of district heating services for apartment buildings,880
976,Conducting seminars and trainings on energy efficiency for residents and businesses,4603
1214,Provision of district heating services for apartment buildings,6165
1465,Advising on the choice of energy-efficient technologies and equipment for households,4381
1573,Advising on the choice of energy-efficient technologies and equipment for households,6618
485,Repair and replacement of the heating system in residential premises,6619
26,Regular maintenance of elevators in residential buildings,261
1618,Conducting seminars and trainings on energy efficiency for residents and businesses,5090
1116,Supply of drinking water for residents and businesses,1588
2771,Installation of energy-efficient lighting and heating systems,474
1475,Advising on the choice of energy-efficient technologies and equipment for households,6633
509,Installation of energy-efficient lighting and heating systems,958
1250,Provision of district heating services for apartment buildings,715
2466,Regular maintenance of elevators in residential buildings,1645
2399,Supply of drinking water for residents and businesses,5594
376,Installing modern electricity meters to accurately record consumption,6040
1732,Conducting seminars and trainings on energy efficiency for residents and businesses,1022
2738,Provision of district heating services for apartment buildings,6188
994,Repair and replacement of the heating system in residential premises,5926
2695,Provision of district heating services for apartment buildings,1223
73,Organizing regular garbage collection and its subsequent disposal,3185
2849,Conducting seminars and trainings on energy efficiency for residents and businesses,1042
1945,Advising on the choice of energy-efficient technologies and equipment for households,6015
1017,Regular maintenance of elevators in residential buildings,6049
648,Regular maintenance of elevators in residential buildings,2404
2999,Supply of drinking water for residents and businesses,482
468,Organizing regular garbage collection and its subsequent disposal,6740
911,Installing modern electricity meters to accurately record consumption,478
1241,Repair and replacement of the heating system in residential premises,184
213,Installation of energy-efficient lighting and heating systems,4058
1965,Repair and replacement of the heating system in residential premises,5173
791,Advising on the choice of energy-efficient technologies and equipment for households,684
1854,Provision of district heating services for apartment buildings,5478
754,Provision of district heating services for apartment buildings,6662
2111,Installing modern electricity meters to accurately record consumption,6159
680,Regular maintenance of elevators in residential buildings,4780
440,Regular maintenance of elevators in residential buildings,1310
594,Conducting seminars and trainings on energy efficiency for residents and businesses,6684
1815,Advising on the choice of energy-efficient technologies and equipment for households,1543
1314,Advising on the choice of energy-efficient technologies and equipment for households,4029
1422,Conducting seminars and trainings on energy efficiency for residents and businesses,4260
2422,Supply of drinking water for residents and businesses,5837
2239,Installing modern electricity meters to accurately record consumption,670
1832,Installation of energy-efficient lighting and heating systems,41
1440,Advising on the choice of energy-efficient technologies and equipment for households,4958
484,Supply of electricity for lighting and household needs of the residents,2103
409,Supply of drinking water for residents and businesses,3760
2320,Supply of electricity for lighting and household needs of the residents,134
464,Installing modern electricity meters to accurately record consumption,1767
307,Conducting seminars and trainings on energy efficiency for residents and businesses,1399
96,Conducting seminars and trainings on energy efficiency for residents and businesses,1895
2217,Organizing regular garbage collection and its subsequent disposal,4970
1878,Organizing regular garbage collection and its subsequent disposal,2683
719,Supply of drinking water for residents and businesses,3397
1110,Installation of energy-efficient lighting and heating systems,3319
85,Supply of drinking water for residents and businesses,3306
667,Regular maintenance of elevators in residential buildings,3283
277,Regular maintenance of elevators in residential buildings,3032
501,Repair and replacement of the heating system in residential premises,5365
1255,Installation of energy-efficient lighting and heating systems,1032
1367,Installing modern electricity meters to accurately record consumption,4355
1987,Advising on the choice of energy-efficient technologies and equipment for households,5551
1836,Supply of drinking water for residents and businesses,6811
1003,Installation of energy-efficient lighting and heating systems,5861
779,Advising on the choice of energy-efficient technologies and equipment for households,1428
2796,Supply of drinking water for residents and businesses,191
2651,Repair and replacement of the heating system in residential premises,6763
266,Conducting seminars and trainings on energy efficiency for residents and businesses,5733
2371,Repair and replacement of the heating system in residential premises,1361
2300,Regular maintenance of elevators in residential buildings,2556
345,Supply of drinking water for residents and businesses,4903
2683,Conducting seminars and trainings on energy efficiency for residents and businesses,6292
59,Supply of electricity for lighting and household needs of the residents,6454
1617,Repair and replacement of the heating system in residential premises,5358
742,Conducting seminars and trainings on energy efficiency for residents and businesses,3271
2461,Advising on the choice of energy-efficient technologies and equipment for households,2290
728,Supply of drinking water for residents and businesses,3541
2124,Installation of energy-efficient lighting and heating systems,1783
720,Organizing regular garbage collection and its subsequent disposal,3514
1406,Conducting seminars and trainings on energy efficiency for residents and businesses,2985
1781,Installation of energy-efficient lighting and heating systems,5421
1078,Organizing regular garbage collection and its subsequent disposal,3641
2222,Regular maintenance of elevators in residential buildings,3377
726,Regular maintenance of elevators in residential buildings,2244
2936,Supply of drinking water for residents and businesses,170
1633,Supply of drinking water for residents and businesses,219
1154,Regular maintenance of elevators in residential buildings,5027
1599,Repair and replacement of the heating system in residential premises,4990
2341,Supply of electricity for lighting and household needs of the residents,122
1659,Repair and replacement of the heating system in residential premises,999
1648,Supply of drinking water for residents and businesses,3895
988,Conducting seminars and trainings on energy efficiency for residents and businesses,2558
1271,Installing modern electricity meters to accurately record consumption,4308
2131,Regular maintenance of elevators in residential buildings,3509
21,Regular maintenance of elevators in residential buildings,4121
1247,Conducting seminars and trainings on energy efficiency for residents and businesses,870
220,Installation of energy-efficient lighting and heating systems,1303
2934,Repair and replacement of the heating system in residential premises,903
1837,Supply of drinking water for residents and businesses,5445
883,Organizing regular garbage collection and its subsequent disposal,5265
2722,Supply of electricity for lighting and household needs of the residents,2863
1840,Organizing regular garbage collection and its subsequent disposal,503
2191,Conducting seminars and trainings on energy efficiency for residents and businesses,158
1562,Supply of drinking water for residents and businesses,5024
1358,Installing modern electricity meters to accurately record consumption,547
1336,Installation of energy-efficient lighting and heating systems,930
1575,Organizing regular garbage collection and its subsequent disposal,3009
1766,Supply of drinking water for residents and businesses,3716
2592,Installation of energy-efficient lighting and heating systems,3697
476,Supply of electricity for lighting and household needs of the residents,2697
1985,Organizing regular garbage collection and its subsequent disposal,2740
350,Supply of electricity for lighting and household needs of the residents,707
2928,Provision of district heating services for apartment buildings,501
759,Supply of electricity for lighting and household needs of the residents,5969
1847,Conducting seminars and trainings on energy efficiency for residents and businesses,684
844,Organizing regular garbage collection and its subsequent disposal,874
878,Provision of district heating services for apartment buildings,1843
921,Installing modern electricity meters to accurately record consumption,925
2847,Organizing regular garbage collection and its subsequent disposal,2707
1112,Installation of energy-efficient lighting and heating systems,5431
2863,Supply of electricity for lighting and household needs of the residents,3200
2074,Installing modern electricity meters to accurately record consumption,6809
1849,Advising on the choice of energy-efficient technologies and equipment for households,858
999,Advising on the choice of energy-efficient technologies and equipment for households,4364
726,Supply of drinking water for residents and businesses,5233
316,Supply of electricity for lighting and household needs of the residents,1953
1893,Installation of energy-efficient lighting and heating systems,2196
2210,Supply of drinking water for residents and businesses,244
2895,Regular maintenance of elevators in residential buildings,1645
2988,Provision of district heating services for apartment buildings,5024
974,Conducting seminars and trainings on energy efficiency for residents and businesses,5298
2081,Advising on the choice of energy-efficient technologies and equipment for households,4345
1501,Installation of energy-efficient lighting and heating systems,283
1559,Advising on the choice of energy-efficient technologies and equipment for households,589
1072,Regular maintenance of elevators in residential buildings,2739
242,Conducting seminars and trainings on energy efficiency for residents and businesses,90
392,Repair and replacement of the heating system in residential premises,5991
216,Advising on the choice of energy-efficient technologies and equipment for households,5052
1389,Provision of district heating services for apartment buildings,2091
142,Conducting seminars and trainings on energy efficiency for residents and businesses,6329
2647,Provision of district heating services for apartment buildings,5901
1773,Regular maintenance of elevators in residential buildings,907
2139,Advising on the choice of energy-efficient technologies and equipment for households,6473
1810,Regular maintenance of elevators in residential buildings,5378
633,Supply of drinking water for residents and businesses,4494
543,Installation of energy-efficient lighting and heating systems,3817
2587,Advising on the choice of energy-efficient technologies and equipment for households,2139
910,Provision of district heating services for apartment buildings,6381
274,Repair and replacement of the heating system in residential premises,89
224,Organizing regular garbage collection and its subsequent disposal,1446
1961,Advising on the choice of energy-efficient technologies and equipment for households,5712
2958,Conducting seminars and trainings on energy efficiency for residents and businesses,6273
2956,Installation of energy-efficient lighting and heating systems,3957
2301,Repair and replacement of the heating system in residential premises,1275
2776,Installing modern electricity meters to accurately record consumption,2802
2320,Installation of energy-efficient lighting and heating systems,6610
1006,Repair and replacement of the heating system in residential premises,2729
515,Advising on the choice of energy-efficient technologies and equipment for households,1659
845,Provision of district heating services for apartment buildings,6722
2039,Organizing regular garbage collection and its subsequent disposal,897
1691,Installation of energy-efficient lighting and heating systems,4398
947,Supply of electricity for lighting and household needs of the residents,3772
1040,Organizing regular garbage collection and its subsequent disposal,4076
802,Supply of electricity for lighting and household needs of the residents,676
1046,Advising on the choice of energy-efficient technologies and equipment for households,62
745,Advising on the choice of energy-efficient technologies and equipment for households,1083
2500,Organizing regular garbage collection and its subsequent disposal,5826
2384,Regular maintenance of elevators in residential buildings,2242
1362,Installing modern electricity meters to accurately record consumption,2703
2472,Regular maintenance of elevators in residential buildings,840
1051,Repair and replacement of the heating system in residential premises,3525
933,Advising on the choice of energy-efficient technologies and equipment for households,3265
1761,Installing modern electricity meters to accurately record consumption,310
113,Supply of drinking water for residents and businesses,5371
1807,Supply of drinking water for residents and businesses,1590
1111,Repair and replacement of the heating system in residential premises,4610
1564,Installing modern electricity meters to accurately record consumption,4990
2865,Repair and replacement of the heating system in residential premises,796
1498,Provision of district heating services for apartment buildings,1391
2923,Provision of district heating services for apartment buildings,6889
2382,Provision of district heating services for apartment buildings,329
1209,Installing modern electricity meters to accurately record consumption,1667
1585,Installing modern electricity meters to accurately record consumption,6180
2535,Supply of electricity for lighting and household needs of the residents,6198
1480,Conducting seminars and trainings on energy efficiency for residents and businesses,4308
2677,Organizing regular garbage collection and its subsequent disposal,280
1572,Regular maintenance of elevators in residential buildings,6268
2928,Conducting seminars and trainings on energy efficiency for residents and businesses,3309
923,Installing modern electricity meters to accurately record consumption,4380
1191,Provision of district heating services for apartment buildings,6517
2924,Conducting seminars and trainings on energy efficiency for residents and businesses,2903
473,Installation of energy-efficient lighting and heating systems,4449
2903,Regular maintenance of elevators in residential buildings,4999
1061,Installing modern electricity meters to accurately record consumption,5451
1440,Conducting seminars and trainings on energy efficiency for residents and businesses,4302
1397,Supply of drinking water for residents and businesses,2141
960,Installing modern electricity meters to accurately record consumption,5351
1901,Advising on the choice of energy-efficient technologies and equipment for households,6397
2423,Organizing regular garbage collection and its subsequent disposal,5880
179,Advising on the choice of energy-efficient technologies and equipment for households,612
2419,Installing modern electricity meters to accurately record consumption,1244
1873,Supply of drinking water for residents and businesses,4852
2652,Organizing regular garbage collection and its subsequent disposal,2320
2966,Organizing regular garbage collection and its subsequent disposal,2172
151,Organizing regular garbage collection and its subsequent disposal,3413
721,Installation of energy-efficient lighting and heating systems,1741
588,Installing modern electricity meters to accurately record consumption,851
2609,Provision of district heating services for apartment buildings,4798
741,Supply of electricity for lighting and household needs of the residents,778
587,Organizing regular garbage collection and its subsequent disposal,1551
292,Supply of drinking water for residents and businesses,3423
1220,Conducting seminars and trainings on energy efficiency for residents and businesses,2906
1134,Conducting seminars and trainings on energy efficiency for residents and businesses,5366
2633,Organizing regular garbage collection and its subsequent disposal,6195
236,Regular maintenance of elevators in residential buildings,821
1514,Installing modern electricity meters to accurately record consumption,2527
1849,Supply of drinking water for residents and businesses,1563
479,Supply of electricity for lighting and household needs of the residents,6910
2313,Repair and replacement of the heating system in residential premises,4993
65,Installation of energy-efficient lighting and heating systems,6093
2667,Regular maintenance of elevators in residential buildings,2033
1489,Supply of electricity for lighting and household needs of the residents,623
1936,Organizing regular garbage collection and its subsequent disposal,4957
2923,Supply of electricity for lighting and household needs of the residents,685
472,Advising on the choice of energy-efficient technologies and equipment for households,5690
2419,Installation of energy-efficient lighting and heating systems,6773
1678,Repair and replacement of the heating system in residential premises,3847
1441,Provision of district heating services for apartment buildings,898
1237,Installing modern electricity meters to accurately record consumption,713
1435,Repair and replacement of the heating system in residential premises,4548
1415,Provision of district heating services for apartment buildings,3854
1708,Provision of district heating services for apartment buildings,743
460,Installing modern electricity meters to accurately record consumption,2712
783,Repair and replacement of the heating system in residential premises,3327
2501,Installing modern electricity meters to accurately record consumption,6457
67,Conducting seminars and trainings on energy efficiency for residents and businesses,1261
185,Advising on the choice of energy-efficient technologies and equipment for households,1666
1479,Conducting seminars and trainings on energy efficiency for residents and businesses,4082
1312,Installation of energy-efficient lighting and heating systems,4039
882,Supply of electricity for lighting and household needs of the residents,5077
898,Installation of energy-efficient lighting and heating systems,6051
1716,Supply of drinking water for residents and businesses,2539
1504,Provision of district heating services for apartment buildings,5863
127,Regular maintenance of elevators in residential buildings,6930
1821,Repair and replacement of the heating system in residential premises,2093
2221,Installing modern electricity meters to accurately record consumption,4535
2932,Organizing regular garbage collection and its subsequent disposal,4399
723,Regular maintenance of elevators in residential buildings,5969
466,Advising on the choice of energy-efficient technologies and equipment for households,3314
1578,Organizing regular garbage collection and its subsequent disposal,6323
2338,Installation of energy-efficient lighting and heating systems,1158
1581,Regular maintenance of elevators in residential buildings,6462
1817,Conducting seminars and trainings on energy efficiency for residents and businesses,861
1409,Organizing regular garbage collection and its subsequent disposal,28
1155,Repair and replacement of the heating system in residential premises,6893
1828,Conducting seminars and trainings on energy efficiency for residents and businesses,1539
1822,Provision of district heating services for apartment buildings,5482
2252,Supply of electricity for lighting and household needs of the residents,2168
143,Installation of energy-efficient lighting and heating systems,2466
1604,Conducting seminars and trainings on energy efficiency for residents and businesses,2709
2481,Installation of energy-efficient lighting and heating systems,4002
1937,Advising on the choice of energy-efficient technologies and equipment for households,2254
2805,Regular maintenance of elevators in residential buildings,1033
516,Repair and replacement of the heating system in residential premises,3370
2295,Provision of district heating services for apartment buildings,148
2713,Supply of electricity for lighting and household needs of the residents,4834
926,Supply of electricity for lighting and household needs of the residents,3170
51,Provision of district heating services for apartment buildings,5948
1077,Supply of electricity for lighting and household needs of the residents,6372
667,Supply of electricity for lighting and household needs of the residents,3917
1987,Supply of drinking water for residents and businesses,2804
2594,Organizing regular garbage collection and its subsequent disposal,149
2285,Organizing regular garbage collection and its subsequent disposal,949
1296,Advising on the choice of energy-efficient technologies and equipment for households,3349
1833,Supply of electricity for lighting and household needs of the residents,4450
1772,Advising on the choice of energy-efficient technologies and equipment for households,4209
736,Advising on the choice of energy-efficient technologies and equipment for households,1834
632,Provision of district heating services for apartment buildings,2654
2898,Advising on the choice of energy-efficient technologies and equipment for households,1930
485,Installation of energy-efficient lighting and heating systems,1132
588,Organizing regular garbage collection and its subsequent disposal,3965
641,Regular maintenance of elevators in residential buildings,624
2798,Supply of drinking water for residents and businesses,3175
1356,Installation of energy-efficient lighting and heating systems,32
2879,Repair and replacement of the heating system in residential premises,5604
2995,Installing modern electricity meters to accurately record consumption,3843
2641,Organizing regular garbage collection and its subsequent disposal,6865
2996,Supply of electricity for lighting and household needs of the residents,6867
893,Advising on the choice of energy-efficient technologies and equipment for households,4369
1729,Supply of electricity for lighting and household needs of the residents,4941
2649,Advising on the choice of energy-efficient technologies and equipment for households,3242
1143,Regular maintenance of elevators in residential buildings,2548
2310,Conducting seminars and trainings on energy efficiency for residents and businesses,2828
677,Regular maintenance of elevators in residential buildings,6399
1236,Provision of district heating services for apartment buildings,2374
2236,Regular maintenance of elevators in residential buildings,1097
893,Installation of energy-efficient lighting and heating systems,380
797,Conducting seminars and trainings on energy efficiency for residents and businesses,52
1128,Supply of electricity for lighting and household needs of the residents,848
2050,Provision of district heating services for apartment buildings,4723
814,Advising on the choice of energy-efficient technologies and equipment for households,299
327,Installing modern electricity meters to accurately record consumption,5524
1214,Advising on the choice of energy-efficient technologies and equipment for households,3628
1580,Installing modern electricity meters to accurately record consumption,764
2402,Advising on the choice of energy-efficient technologies and equipment for households,6125
1396,Conducting seminars and trainings on energy efficiency for residents and businesses,2367
854,Regular maintenance of elevators in residential buildings,1714
1806,Advising on the choice of energy-efficient technologies and equipment for households,6411
2852,Regular maintenance of elevators in residential buildings,2004
2682,Provision of district heating services for apartment buildings,5316
1671,Supply of drinking water for residents and businesses,3692
2872,Supply of drinking water for residents and businesses,4974
2036,Supply of drinking water for residents and businesses,6911
2731,Organizing regular garbage collection and its subsequent disposal,6216
1454,Supply of electricity for lighting and household needs of the residents,1144
2287,Installing modern electricity meters to accurately record consumption,4021
2971,Advising on the choice of energy-efficient technologies and equipment for households,5487
1767,Regular maintenance of elevators in residential buildings,6053
246,Installation of energy-efficient lighting and heating systems,5016
1833,Organizing regular garbage collection and its subsequent disposal,6565
1872,Supply of drinking water for residents and businesses,6281
2589,Organizing regular garbage collection and its subsequent disposal,1891
651,Supply of electricity for lighting and household needs of the residents,5923
1037,Supply of drinking water for residents and businesses,3834
361,Advising on the choice of energy-efficient technologies and equipment for households,1591
2547,Installing modern electricity meters to accurately record consumption,329
992,Installing modern electricity meters to accurately record consumption,3247
183,Supply of drinking water for residents and businesses,5416
528,Installation of energy-efficient lighting and heating systems,4673
2770,Advising on the choice of energy-efficient technologies and equipment for households,4671
2011,Organizing regular garbage collection and its subsequent disposal,6961
1356,Supply of electricity for lighting and household needs of the residents,5864
1434,Organizing regular garbage collection and its subsequent disposal,4191
1586,Advising on the choice of energy-efficient technologies and equipment for households,6911
1763,Supply of electricity for lighting and household needs of the residents,5545
1814,Installing modern electricity meters to accurately record consumption,5155
251,Installing modern electricity meters to accurately record consumption,3114
2671,Supply of drinking water for residents and businesses,1312
1112,Installation of energy-efficient lighting and heating systems,6734
2855,Advising on the choice of energy-efficient technologies and equipment for households,3494
210,Organizing regular garbage collection and its subsequent disposal,55
1524,Supply of drinking water for residents and businesses,2880
489,Conducting seminars and trainings on energy efficiency for residents and businesses,3471
2191,Installing modern electricity meters to accurately record consumption,1987
2291,Regular maintenance of elevators in residential buildings,384
344,Repair and replacement of the heating system in residential premises,1826
1141,Provision of district heating services for apartment buildings,5554
2082,Installing modern electricity meters to accurately record consumption,6001
2637,Installation of energy-efficient lighting and heating systems,3704
2852,Installing modern electricity meters to accurately record consumption,6036
78,Advising on the choice of energy-efficient technologies and equipment for households,3382
757,Provision of district heating services for apartment buildings,2989
2990,Repair and replacement of the heating system in residential premises,529
1749,Supply of electricity for lighting and household needs of the residents,2460
2220,Advising on the choice of energy-efficient technologies and equipment for households,5507
1732,Provision of district heating services for apartment buildings,360
1320,Organizing regular garbage collection and its subsequent disposal,635
2002,Provision of district heating services for apartment buildings,1350
629,Organizing regular garbage collection and its subsequent disposal,5379
