object_id,creation_date,payment_term,total,consumer_id,consultant_id
1101,1993-04-08,2009-03-08,9693.0,4930,1287
1102,1972-02-18,2013-08-01,3119.2,5930,4047
1103,1979-01-07,1983-01-21,8446.7,6189,794
1104,1984-01-12,1985-01-18,6964.9,4965,337
1105,1974-07-02,1983-04-01,8736.2,4350,2991
1106,1995-12-31,2020-03-08,8359.9,4342,4417
1107,1985-10-13,2007-08-09,1831.6,6909,3530
1108,1976-08-29,2000-01-31,5176.9,4582,3937
1109,1970-11-26,1981-07-24,3587.9,6905,1839
1110,1991-03-04,2022-11-21,7404.2,5701,1999
1111,1999-07-22,2017-07-09,1658.9,6742,5483
1112,2018-08-10,2019-07-09,7525.5,5142,777
1113,1978-10-18,2009-03-30,9650.2,5659,1730
1114,1991-10-23,2001-06-29,1261.2,5270,903
1115,1971-02-13,1982-12-03,657.1,6258,100
1116,1974-05-28,1995-03-10,4971.2,4594,1281
1117,1992-08-06,2011-05-16,9197.8,6797,128
1118,2000-05-22,2014-06-22,9144.7,6917,1637
1119,1980-03-27,2017-01-04,9549.0,5347,2625
1120,1976-02-27,1993-09-25,7822.7,4507,5964
1121,1983-05-16,2010-01-19,2294.1,6218,1245
1122,1972-03-06,1986-07-17,1991.1,5555,3231
1123,1972-11-14,1979-07-19,8073.6,6390,1318
1124,1991-11-10,2016-08-14,5844.5,5391,1964
1125,1999-06-02,2007-02-21,2078.4,5265,1680
1126,1991-06-04,1997-09-10,9733.9,5457,4531
1127,1996-02-22,2000-05-04,9952.3,6671,1798
1128,1975-07-26,1976-05-28,5121.2,5099,3907
1129,1990-11-26,2021-03-06,8205.6,6952,4147
1130,1970-05-10,1978-10-30,5865.3,6855,885
1131,2001-07-05,2016-11-04,3681.4,4232,1267
1132,1988-06-07,1996-02-14,3888.0,6045,5700
1133,1981-07-26,2002-02-07,2838.3,6275,1474
1134,2006-06-23,2015-12-22,9924.8,5060,5935
1135,1974-09-12,1997-12-26,8973.1,6356,5240
1136,2003-03-05,2013-05-02,9918.9,5833,1338
1137,2000-07-16,2006-05-15,1370.8,4126,704
1138,1995-01-31,2002-02-02,9052.6,6195,2238
1139,1980-12-03,2003-06-17,5713.1,5702,3739
1140,1975-03-14,2014-06-23,9619.2,4438,4500
1141,1977-11-12,2023-10-01,883.9,5496,63
1142,1991-12-22,1992-07-30,1129.6,6848,3547
1143,1994-06-18,2012-06-15,9730.6,6386,2682
1144,1970-04-09,1995-05-30,5975.0,5748,2793
1145,1976-07-15,2013-05-24,1622.1,5432,4709
1146,2010-11-16,2014-11-21,7773.1,5762,3056
1147,1980-10-12,2013-05-19,9928.6,5108,5488
1148,1997-01-25,2018-01-14,2185.0,5038,5984
1149,1988-09-16,2015-07-08,2500.0,4831,5296
1150,2004-02-24,2016-10-01,9311.8,4305,425
1151,1976-02-29,1985-05-18,9962.9,6001,4410
1152,1979-12-27,2006-03-12,5422.8,6104,3536
1153,1979-09-05,2020-09-19,9084.5,4935,5608
1154,2002-03-10,2008-01-23,6480.1,5862,5572
1155,1978-04-09,2017-01-26,9436.2,4353,4161
1156,1987-11-15,2005-12-12,9334.0,6042,3623
1157,1995-08-29,2009-03-22,3941.9,6413,5231
1158,1982-05-08,2005-12-14,8525.6,6617,1915
1159,1986-08-01,1991-08-11,9598.1,5626,3365
1160,1981-08-08,1989-10-13,4518.7,6587,5187
1161,1986-09-11,1994-06-30,5727.3,5206,5501
1162,1998-05-02,2023-08-10,7721.4,5596,1770
1163,1971-11-26,1986-07-08,7361.4,4261,3102
1164,1971-10-05,2020-02-01,8853.4,5941,1243
1165,1970-04-02,2008-02-16,7497.4,4769,4456
1166,2005-03-19,2007-11-08,6884.4,5840,3428
1167,1993-08-14,2018-05-24,6881.3,5295,3774
1168,1972-03-19,2018-06-30,932.6,6225,4099
1169,1977-04-02,2007-12-15,726.2,6923,5618
1170,1970-10-15,2002-10-28,5512.4,6772,3545
1171,2022-04-25,2023-03-21,7586.1,4291,1322
1172,1984-04-10,1985-04-09,2998.0,4940,1770
1173,1993-12-18,2004-04-15,2641.2,6680,5215
1174,1991-04-02,2021-07-12,6029.0,5233,4442
1175,2001-10-10,2015-10-20,8635.9,5025,2625
1176,1989-12-07,2023-10-17,2407.7,6257,3110
1177,2017-03-06,2023-04-12,5099.1,5574,4442
1178,1973-11-09,2005-09-07,6626.9,6614,1553
1179,1976-05-31,2016-03-18,4930.9,4376,1528
1180,2008-01-03,2022-05-01,3170.6,4157,5159
1181,1978-09-29,1994-06-01,3414.8,6705,5409
1182,1977-09-07,1988-04-29,1344.4,5437,2062
1183,2014-06-02,2020-03-11,1219.2,4824,2007
1184,1984-08-15,2004-08-19,2319.4,4623,2860
1185,1998-01-01,2008-06-01,921.9,5003,1134
1186,2004-12-07,2021-12-08,4918.2,6397,1851
1187,2008-08-13,2018-12-20,8934.7,4714,490
1188,1973-07-31,2007-12-30,7476.7,6103,3431
1189,1978-05-11,1992-10-16,3544.2,5839,358
1190,2017-03-23,2022-12-17,4802.4,5487,5321
1191,1986-03-02,2006-05-02,5396.6,5147,3170
1192,1975-05-31,1994-07-18,4305.5,5438,3420
1193,1975-08-19,1980-10-05,9157.5,6345,4445
1194,1971-07-03,1976-04-18,681.5,5778,5969
1195,2017-11-01,2022-01-21,6514.5,6037,4575
1196,1970-08-14,1972-05-28,1485.1,6796,324
1197,1973-12-09,2006-07-21,3013.3,5543,5051
1198,1975-12-29,2022-05-17,2916.3,6704,333
1199,2009-12-30,2019-10-22,2721.5,5463,1976
1200,1987-12-20,2014-07-19,8910.1,6431,3968
1201,1974-09-29,1987-09-15,2770.6,4255,3651
1202,1983-06-30,1983-08-04,956.6,6831,3654
1203,1990-06-19,2006-03-10,3376.3,5379,5088
1204,2000-11-16,2003-07-25,8315.5,5749,2019
1205,2017-05-12,2023-03-04,7784.0,5143,3939
1206,1992-10-08,2009-09-23,927.2,5308,5565
1207,1978-08-18,1990-08-01,2381.3,5517,4363
1208,1994-09-21,2007-05-29,2229.6,4824,343
1209,1975-07-18,1978-12-08,9979.7,6729,5920
1210,1977-02-02,2023-09-14,4053.0,6186,2746
1211,1994-03-27,2003-08-24,5493.3,6930,3949
1212,1994-05-15,2009-10-02,6260.5,4227,5372
1213,1990-06-06,2009-01-17,8252.1,6022,4547
1214,1992-08-01,1997-06-11,5482.5,6404,3789
1215,1974-04-26,2014-04-01,4410.0,5435,551
1216,2013-03-15,2017-04-21,5926.9,6042,2894
1217,1980-06-12,2021-01-19,6321.0,6137,2227
1218,1992-05-07,2019-05-08,3730.6,5178,2326
1219,1981-11-16,1996-05-02,7765.3,5614,4246
1220,1980-12-09,1999-11-17,5024.1,5793,1841
1221,1974-09-13,1991-09-16,5243.7,6102,5497
1222,1985-02-27,1994-05-03,2011.2,6044,2407
1223,1988-07-05,2004-04-09,9193.6,6127,2738
1224,1988-05-10,2013-02-13,9889.3,6929,1624
1225,2001-08-12,2019-05-07,2257.3,4773,3920
1226,1975-09-02,1999-08-18,2088.7,4428,4657
1227,1986-12-22,2009-08-19,2163.4,6565,5450
1228,1972-07-14,1975-08-26,9362.4,5490,1735
1229,1981-05-10,2003-08-06,9626.9,4491,4316
1230,1976-03-09,2001-05-13,6982.1,4861,684
1231,1989-10-01,2007-10-17,7001.0,6131,1446
1232,1988-11-17,1995-03-29,1250.8,6489,3409
1233,1991-01-30,2009-09-14,3829.3,4495,841
1234,1994-01-07,2007-12-17,3652.3,5244,2758
1235,1971-07-01,2018-07-28,5268.9,5272,2094
1236,2009-09-13,2022-02-03,6910.6,5991,4391
1237,1978-01-27,2017-01-16,2208.5,6561,4781
1238,2010-06-24,2021-12-27,6483.3,4666,3757
1239,2015-03-17,2018-05-11,703.6,6597,1450
1240,1992-10-05,2017-02-21,1264.8,4644,4453
1241,1972-08-29,2013-12-25,8984.3,5147,2253
1242,1995-12-27,2003-05-04,7077.6,6677,5499
1243,1972-02-15,2022-12-10,5124.6,5276,5858
1244,2009-08-24,2014-10-19,8874.3,4353,3970
1245,1995-12-02,1998-09-24,5716.4,6151,5688
1246,1973-01-25,1992-03-03,6637.7,4642,1393
1247,1996-08-23,2009-11-24,3557.3,6149,2557
1248,1983-02-07,1990-10-15,2614.7,5549,1704
1249,1986-07-31,2013-05-25,4681.0,4171,5181
1250,1979-08-21,1980-05-28,2485.6,4849,42
1251,2000-05-31,2007-06-02,1553.5,6867,5245
1252,1974-07-08,2010-07-28,571.0,6622,3300
1253,2000-09-02,2016-08-09,717.0,4280,5657
1254,1994-01-28,1998-04-30,8849.5,6839,1592
1255,1983-12-09,2016-05-02,6337.5,6914,1063
1256,2009-05-07,2018-10-14,2360.7,4411,306
1257,1998-07-02,2013-06-15,9977.1,4253,4269
1258,1973-04-25,1981-07-02,5217.1,6148,5527
1259,1987-01-28,1992-02-01,3473.8,6815,1177
1260,1984-08-22,2004-02-29,9132.4,6539,4944
1261,1971-08-27,2010-08-12,6314.9,6626,4303
1262,2019-06-09,2022-07-05,5949.6,6858,356
1263,1989-07-08,2017-01-25,9428.1,5056,5011
1264,1983-04-23,2022-04-18,4337.8,5436,5129
1265,1977-12-11,1987-01-24,8508.2,4622,1935
1266,1982-10-30,1985-02-13,4244.0,5902,1021
1267,1983-04-11,1988-11-25,3030.2,4010,844
1268,2007-10-19,2018-12-03,5265.8,5018,1646
1269,1982-05-08,2005-08-10,8916.6,4747,1822
1270,1986-08-28,2010-04-17,7415.3,4466,1744
1271,1974-11-07,2008-09-17,3292.3,5557,3469
1272,1986-02-07,2001-10-11,7544.2,4819,348
1273,1994-09-14,2012-02-19,3287.4,5918,4470
1274,2005-11-10,2020-03-19,3687.1,5548,1613
1275,1977-10-10,1995-04-12,8579.7,5368,333
1276,1999-11-17,2018-12-10,7410.8,5960,4193
1277,1985-02-02,2015-09-08,6454.1,5411,5208
1278,1993-03-06,1998-07-03,7145.9,5982,3526
1279,1987-09-10,2013-03-23,4120.1,6753,835
1280,1980-10-27,2009-01-30,3164.8,4622,5265
1281,1971-09-07,1991-08-24,1851.0,4467,538
1282,1976-04-18,2017-10-10,6994.2,5563,4341
1283,2006-09-17,2020-11-23,9741.7,5190,2475
1284,1976-05-04,2018-06-10,8886.7,5890,1408
1285,1981-04-22,2011-09-03,4009.4,6222,4334
1286,2006-09-29,2010-04-09,5139.3,4358,1668
1287,2014-01-04,2020-07-19,2998.0,4867,1158
1288,1976-12-11,2005-06-26,2950.5,4659,1598
1289,1989-11-16,1990-07-03,1170.6,5368,2719
1290,1973-02-02,2010-11-03,9971.8,5708,5390
1291,1973-06-04,2006-06-20,5167.7,6074,2559
1292,1983-10-10,1992-03-28,509.2,6894,5411
1293,1990-08-29,2011-09-25,6007.9,4891,3051
1294,1993-11-08,2018-04-29,1593.3,4574,3646
1295,1999-03-26,2002-10-17,3095.5,6766,1344
1296,1973-03-13,2018-09-19,9283.2,4445,4663
1297,1996-06-26,2013-07-18,9240.7,5299,4276
1298,1981-05-18,2019-05-29,2990.8,4314,4100
1299,2007-08-25,2010-10-11,1861.9,6543,5799
1300,1980-06-28,1982-04-07,2462.8,4685,3979
1301,1975-06-04,2018-10-10,6809.7,6299,945
1302,1991-08-17,2009-11-25,1177.2,6104,3808
1303,1994-06-04,2008-10-19,9445.7,5704,3850
1304,1972-09-05,2013-01-07,6621.8,6997,3490
1305,1980-03-12,1981-11-27,7108.8,5482,2368
1306,1975-04-22,2002-12-11,4782.3,6637,405
1307,1980-11-23,1985-03-28,7045.8,4405,4678
1308,1976-03-20,2001-01-03,3030.9,4982,593
1309,2002-12-16,2014-07-13,6569.7,6409,5392
1310,1996-04-19,2013-01-07,9546.6,5610,4198
1311,1975-06-19,2018-03-10,8168.3,5648,3151
1312,1979-10-03,2020-05-24,2500.3,5467,1504
1313,1970-10-22,1991-07-18,4330.4,5529,5218
1314,2010-10-06,2019-01-09,5335.8,5412,1370
1315,1983-10-09,1992-12-02,9028.0,6184,5692
1316,2022-05-29,2022-12-09,7081.7,6203,5912
1317,1990-09-29,2011-02-09,2921.0,6253,4924
1318,1993-08-21,2013-05-31,9923.2,5388,2009
1319,2000-10-02,2001-01-23,5778.5,5443,2485
1320,1971-05-27,2007-07-22,2692.4,5174,3521
1321,2010-02-23,2015-11-16,6956.8,4268,2999
1322,1971-01-04,2015-11-25,2108.8,6710,270
1323,1984-11-09,1996-06-09,5355.8,4910,4250
1324,1995-02-25,2014-07-19,7669.0,6236,4267
1325,1970-06-07,2000-02-05,6307.8,5162,2211
1326,1970-09-26,1988-05-13,7373.3,6629,1150
1327,1999-03-16,2012-12-14,5793.0,6199,1603
1328,1994-10-27,2010-11-28,913.5,4210,391
1329,1971-06-28,2021-05-03,6845.7,6441,1693
1330,1998-02-24,2015-04-10,4229.7,6961,2744
1331,1987-01-28,2009-03-30,6149.0,4014,664
1332,2010-06-21,2016-04-15,5249.3,4484,5409
1333,1993-03-02,2010-09-20,4081.7,4448,1712
1334,1998-11-03,2019-10-23,6202.9,5206,2898
1335,1978-01-13,1981-04-18,720.3,4959,5397
1336,1984-10-03,1990-10-08,653.6,5833,1419
1337,1975-11-24,1991-01-12,3477.9,6669,3032
1338,1993-02-23,2008-08-28,1692.8,5116,5189
1339,1992-06-14,2020-06-13,1632.8,4980,276
1340,1991-09-24,2007-02-18,1957.0,5889,2416
1341,1988-05-17,2013-03-12,1357.4,5399,15
1342,1980-06-30,2018-04-13,2166.6,5914,4222
1343,1976-11-29,2020-06-12,3157.9,5861,1916
1344,1993-06-01,2014-08-06,7085.8,6878,5288
1345,2011-01-14,2011-11-10,5556.1,6920,2885
1346,1971-06-06,2020-11-15,5189.2,5480,2750
1347,1991-09-24,2012-05-17,7425.2,6345,463
1348,1992-06-19,2011-05-16,4210.8,6859,3659
1349,1987-11-20,2003-01-09,867.5,6897,1040
1350,1985-04-18,2010-01-09,7683.9,4844,2693
1351,1983-09-13,2012-11-25,7973.0,5642,636
1352,1987-01-15,2007-02-09,8002.8,6214,3969
1353,1993-02-25,1997-05-09,4870.9,5983,4850
1354,1974-03-02,1975-02-03,4079.0,5487,5379
1355,1997-11-05,2004-01-17,5552.0,4408,5730
1356,1987-02-27,1998-11-24,3013.0,5504,935
1357,1987-10-09,2023-12-16,5707.2,4400,5441
1358,1972-09-10,1997-04-08,4225.1,4817,2232
1359,2010-04-03,2016-07-19,2687.8,6376,3476
1360,1993-04-21,2006-07-09,6502.2,5634,4743
1361,1970-08-25,2023-02-21,4888.6,6350,4295
1362,1995-04-19,2020-01-25,2994.7,6244,3238
1363,2017-12-17,2023-10-02,9035.9,4652,1927
1364,1999-06-25,2002-01-06,3383.8,4224,3343
1365,2009-10-17,2012-04-15,1073.6,4044,5760
1366,1988-03-19,2015-09-21,9293.8,4164,294
1367,2000-11-02,2006-08-07,8405.6,4276,861
1368,1972-06-05,2022-05-18,1739.4,6924,4935
1369,1984-11-04,2019-10-15,3356.1,4920,467
1370,1978-11-29,2014-01-25,5544.4,6884,2376
1371,1971-05-28,1994-04-29,733.0,5462,1283
1372,2015-12-13,2017-02-02,1213.2,6879,2041
1373,1976-03-22,2008-05-03,8698.6,5091,624
1374,1973-03-03,2014-08-25,5446.1,4004,2250
1375,1971-05-21,1991-10-07,9491.4,5988,3358
1376,2007-09-24,2010-05-13,8629.3,4050,3741
1377,1981-05-24,1984-01-02,7445.8,4850,3005
1378,1986-06-27,2007-09-02,7415.9,5197,5481
1379,1999-12-20,2006-05-06,5839.7,4806,859
1380,1982-03-15,2020-11-22,7504.1,5030,4058
1381,1983-08-27,2019-10-04,2105.1,4049,4641
1382,1976-02-15,2004-11-30,5197.1,4275,2808
1383,1988-12-25,1999-07-06,7636.1,5185,2234
1384,1985-01-26,2000-02-17,3857.8,6605,3511
1385,2004-04-18,2007-11-28,3713.5,4946,2948
1386,1983-12-26,2013-05-02,5071.2,6743,3849
1387,1981-03-09,2007-04-11,3350.3,4063,1375
1388,1973-05-20,1985-05-29,8789.7,5067,253
1389,1981-05-01,2008-04-25,7685.7,5786,5340
1390,2004-03-12,2015-08-13,9114.4,6266,2569
1391,1985-08-10,2004-01-13,5528.0,5176,3362
1392,1999-06-12,2022-04-17,2484.0,6063,5191
1393,1972-02-26,2012-07-05,3899.9,5285,1080
1394,2008-02-01,2014-09-07,8778.4,6610,3232
1395,1986-03-17,1999-10-21,1191.8,4478,658
1396,2006-03-09,2023-05-06,1091.4,6224,5861
1397,1994-01-12,1995-05-26,6695.3,6910,5845
1398,1988-04-23,2018-06-24,6610.9,5453,3051
1399,1993-09-19,2019-09-14,6434.7,4042,4098
1400,1992-06-18,2014-08-11,1267.7,5080,2488
1401,1973-01-31,1974-10-07,9848.1,4109,558
1402,1993-11-21,2001-08-19,9979.3,4841,1327
1403,1982-12-23,2000-10-23,6168.2,6989,2272
1404,1971-03-31,1985-05-24,7003.4,6648,2038
1405,1997-05-10,2008-05-27,3729.1,6299,4539
1406,1991-12-08,2001-02-11,8288.0,4885,2252
1407,1974-09-17,2003-09-23,8326.5,6617,253
1408,1982-07-16,2013-02-08,8911.7,4072,160
1409,2017-05-30,2017-12-21,5410.3,4443,1026
1410,1986-11-09,2008-04-08,6105.6,5962,3553
1411,1983-04-09,2020-01-02,3429.5,6091,1136
1412,2005-02-22,2010-06-23,5654.5,4691,215
1413,1985-09-09,1997-03-28,9216.8,4097,2189
1414,1993-08-05,2008-01-11,4478.9,5557,4213
1415,2009-04-05,2020-11-28,1632.6,4939,2417
1416,1994-08-13,1999-03-04,7428.1,6069,5905
1417,1973-10-20,2015-08-16,3571.9,5738,4875
1418,1998-06-18,2022-09-19,5095.3,5967,3525
1419,2002-05-22,2017-08-28,7666.9,4952,1015
1420,1975-11-17,1981-03-03,4303.1,5845,2005
1421,2000-12-27,2002-05-04,4730.4,6491,2658
1422,1981-03-14,1997-12-30,1187.3,6517,530
1423,1980-09-29,1992-09-18,7359.5,6692,4803
1424,2004-01-13,2023-06-28,3872.4,6792,5326
1425,1999-12-28,2014-08-22,6465.6,5448,4024
1426,1994-02-07,2011-04-10,8576.5,4387,4927
1427,1987-10-18,2023-09-01,9189.9,6355,4664
1428,1979-08-02,2022-09-20,9439.6,6209,1736
1429,1978-01-25,2020-01-12,4206.1,4865,915
1430,2012-05-26,2023-11-14,3678.1,5806,1585
1431,2016-02-01,2021-10-10,2798.4,6263,639
1432,2013-03-04,2015-07-05,4437.9,5612,762
1433,1977-11-25,1988-08-29,8339.2,6041,2863
1434,1985-01-23,1998-10-29,3752.2,5409,3075
1435,1995-11-09,1997-11-25,7614.2,5924,2287
1436,1977-12-24,2004-06-05,7386.0,5265,3168
1437,1981-02-11,2016-05-06,2085.3,4565,4900
1438,1997-04-23,2008-01-07,3143.6,5085,5854
1439,1981-02-22,1997-10-25,8158.4,6078,3859
1440,1986-01-28,1993-10-09,1413.9,6539,3977
1441,1992-03-21,2011-07-01,8601.0,6659,5075
1442,1987-10-19,2010-02-06,3095.7,6688,4379
1443,1992-07-11,2014-09-15,9569.4,5202,2459
1444,1988-06-28,2019-11-03,6884.8,5232,903
1445,1980-03-04,2019-08-07,2343.6,5757,3555
1446,1993-12-09,2016-02-27,3280.3,6750,4537
1447,1970-01-26,1980-02-03,9396.8,6251,3626
1448,1982-02-24,1999-01-31,9539.4,6166,2865
1449,1993-05-24,2001-04-11,2076.0,4533,5963
1450,1999-01-23,2015-09-28,9297.5,4680,1160
1451,2001-09-27,2006-01-16,1119.5,4160,5926
1452,1987-01-21,1994-10-14,1263.8,5869,496
1453,1995-11-10,2012-07-16,9997.2,4015,1184
1454,1973-06-20,2002-12-14,4350.6,5877,3608
1455,1984-06-29,1997-09-20,9183.4,5306,5372
1456,1997-11-04,2018-02-12,6780.8,5461,4297
1457,1982-01-01,1982-01-27,9784.1,6507,390
1458,1978-03-18,2017-10-16,8017.8,4882,2201
1459,1976-06-19,2021-04-13,7699.4,6659,1848
1460,1987-01-18,1994-02-27,8288.3,6676,3198
1461,1971-09-10,1986-10-29,2122.1,4461,1175
1462,2004-12-17,2023-07-23,5156.7,6693,5919
1463,1976-02-17,1983-12-21,9477.6,5248,4703
1464,1997-11-21,2021-04-18,7782.0,4817,4223
1465,1988-07-10,1995-06-08,9653.9,6707,2979
1466,1984-03-25,2019-12-10,912.0,5152,1058
1467,2005-06-28,2015-12-28,7881.7,4266,2060
1468,1984-01-15,2007-07-03,1798.5,5505,1615
1469,2000-11-12,2004-03-24,1152.0,6920,5029
1470,2003-12-21,2021-08-13,4793.4,6575,3455
1471,2006-10-23,2007-02-25,8949.2,5515,5608
1472,2020-05-30,2022-08-25,6108.2,4336,102
1473,1986-09-20,1996-02-23,1128.1,4379,4825
1474,1998-11-02,2013-10-11,3454.7,5515,5691
1475,1975-02-24,1985-02-11,5198.3,6338,2687
1476,1996-05-23,2004-12-02,7467.3,4355,671
1477,2005-10-01,2007-02-18,9656.1,5927,2263
1478,1973-08-24,2002-07-03,5563.9,5162,4909
1479,1988-08-05,1993-10-27,6532.9,6422,2956
1480,2007-02-14,2014-01-15,3436.6,4772,68
1481,1970-12-31,1987-04-04,1791.6,4046,1824
1482,1970-04-17,2004-08-28,8005.2,4548,3222
1483,1995-03-24,2015-12-29,9027.9,6848,3164
1484,1973-09-29,1982-08-06,6847.7,4648,980
1485,2000-09-02,2012-09-19,1871.9,4091,3942
1486,1977-10-17,2014-10-17,2978.7,5090,361
1487,1973-10-02,1997-06-22,3564.9,4696,3291
1488,2010-07-03,2017-10-13,8292.6,6766,2353
1489,1972-06-15,1974-06-26,8095.3,5463,4120
1490,1990-04-17,2013-05-15,9654.3,4648,2663
1491,1984-05-25,2021-10-08,2632.7,5801,836
1492,1990-03-07,2023-04-16,6210.2,5411,3287
1493,1988-03-30,1995-07-19,7074.0,5211,2379
1494,1979-06-02,1984-11-19,8282.0,6438,1418
1495,1985-06-09,1998-02-07,4008.6,6885,1417
1496,1980-07-18,2002-04-28,6909.7,6687,5521
1497,1976-08-19,2012-11-29,6911.0,6211,772
1498,2006-09-13,2014-02-02,1385.4,4602,1366
1499,1972-05-11,2004-03-03,1996.6,4236,1758
1500,1971-02-18,1991-03-27,1463.3,5515,4448
1501,1992-09-15,2001-01-08,9216.8,4240,3868
1502,2001-06-16,2006-10-16,7767.1,4186,767
1503,1991-02-09,2012-01-12,3701.8,5233,3471
1504,1986-11-28,1989-07-08,6132.6,5263,2665
1505,1993-08-05,2000-04-22,2264.1,4720,368
1506,2007-01-31,2010-08-09,2109.4,4781,1439
1507,1976-12-17,2016-04-11,7955.7,5321,2665
1508,1987-05-09,2001-05-21,7847.4,6149,1289
1509,1981-01-31,1991-06-06,613.4,6172,1441
1510,1970-09-28,1987-08-24,8701.1,6667,1633
1511,1988-08-25,2019-06-04,8258.0,4060,4276
1512,1996-04-09,1999-08-07,6540.3,6131,5224
1513,1989-12-27,2018-08-08,8112.3,5688,825
1514,1985-10-23,1991-01-10,1924.0,5711,3598
1515,1970-03-25,2002-10-23,9932.9,5981,1258
1516,1992-03-23,2008-09-03,792.2,5874,3789
1517,2002-08-10,2003-07-05,1164.9,5829,5595
1518,1994-08-09,2013-02-05,2591.5,5425,982
1519,1985-11-04,2020-08-26,2601.8,4660,3523
1520,1975-09-30,2014-09-15,7134.6,4238,2855
1521,1982-06-10,1995-03-25,2805.9,4016,3933
1522,1971-02-20,1995-05-12,8696.7,4006,2673
1523,1977-11-29,1997-01-04,6514.5,5945,3616
1524,1995-01-02,2003-03-23,3488.1,5878,1100
1525,1976-02-22,2008-10-18,7123.3,5944,1626
1526,1975-05-21,1989-09-22,8139.3,6331,426
1527,2003-08-03,2003-08-21,5954.6,4626,3210
1528,1982-02-26,2021-11-02,4728.3,6128,4258
1529,1977-05-30,2023-09-26,1447.4,5371,2660
1530,2000-01-15,2002-08-27,7040.6,6415,3236
1531,1976-03-05,1990-03-13,9828.6,5758,1499
1532,2006-02-02,2011-06-25,725.9,4336,391
1533,1974-02-08,2020-09-24,2362.3,5415,1000
1534,1993-11-11,2021-03-23,5702.2,4706,479
1535,1983-07-19,2019-09-17,4268.0,6037,3677
1536,1995-04-29,2022-05-26,802.3,4490,5409
1537,1980-07-10,1996-09-13,666.9,5015,5986
1538,2007-07-28,2022-09-30,1644.3,6823,435
1539,1986-11-24,1995-06-20,3175.1,6304,2577
1540,1995-11-18,2001-08-02,9076.8,4833,2132
1541,2012-02-09,2023-03-19,2059.4,5927,1900
1542,1973-07-21,1982-01-27,3984.8,6824,3730
1543,1982-08-27,2012-12-12,7759.8,4732,3306
1544,2003-12-12,2017-06-25,3420.3,5223,3630
1545,2000-12-02,2020-12-21,4592.4,6520,2878
1546,2003-06-17,2004-10-07,1704.5,6593,4409
1547,1970-06-14,1987-06-14,8006.3,6314,1990
1548,1979-01-20,2009-03-24,3062.1,4525,5620
1549,1994-08-02,2000-12-23,5892.8,4430,2627
1550,1977-05-17,2001-06-13,5100.9,5833,5970
1551,1979-09-12,2008-11-19,3822.1,5858,5184
1552,1973-12-17,1991-06-28,8477.4,6762,1088
1553,1980-12-24,2000-02-11,1967.9,5175,1819
1554,2007-09-20,2011-03-31,2543.5,4458,3048
1555,1996-12-27,2002-10-13,6938.9,6514,437
1556,2014-04-28,2017-11-22,4938.7,6159,2716
1557,2008-08-28,2013-05-03,9518.4,4091,1358
1558,1979-01-07,1999-10-05,5297.2,5875,2591
1559,1977-06-28,1994-06-05,517.9,4218,5589
1560,1973-03-03,1985-10-13,2399.1,5280,4847
1561,1996-12-31,2013-04-15,3685.2,4109,378
1562,1976-10-05,1994-01-08,6284.6,6343,3871
1563,1974-06-26,1997-08-04,7874.4,6932,4628
1564,1983-12-02,2010-03-19,2340.1,4081,2826
1565,1974-12-19,2008-06-12,608.4,6878,2711
1566,1973-07-01,2013-08-24,5403.6,6381,2243
1567,2014-04-08,2023-04-19,6136.5,6510,1294
1568,1972-02-06,1975-11-26,8194.7,4059,1727
1569,1987-02-21,2004-12-31,5999.2,5973,5152
1570,1970-02-25,1972-02-18,7828.4,5483,2013
1571,1983-02-08,1995-05-26,5441.7,6573,4537
1572,1978-08-08,2000-05-25,7809.9,5203,3159
1573,1971-07-20,2019-06-14,4989.8,5170,4941
1574,1983-03-07,2011-10-27,8058.8,5487,2494
1575,1972-04-12,1980-10-13,3568.9,6053,654
1576,2017-03-06,2019-06-26,4160.0,4890,3700
1577,2001-01-31,2015-02-26,6681.9,6857,5159
1578,1994-12-22,2001-11-12,1502.5,6139,4299
1579,2017-08-29,2019-05-20,8736.0,5849,746
1580,1993-06-13,2014-07-07,6775.2,4993,915
1581,1981-10-10,2023-04-23,9619.7,5849,1699
1582,1985-06-15,2013-04-14,1087.1,4230,4011
1583,1977-09-02,2008-03-04,3751.0,4501,4192
1584,1979-10-13,1989-05-01,6023.9,6982,3253
1585,2012-10-19,2014-11-18,621.2,5413,2395
1586,2002-09-08,2019-06-23,6782.1,5773,4914
1587,1996-01-23,2016-11-26,6975.3,6406,2283
1588,1983-09-11,2011-06-26,9605.0,4872,1059
1589,1971-11-05,2002-08-12,6799.5,5371,253
1590,2003-05-03,2017-10-25,9682.8,6480,2269
1591,1984-10-23,2010-04-22,4699.3,6701,3323
1592,1976-07-07,2009-09-09,9730.3,5964,59
1593,1979-06-20,2006-06-17,9244.7,6163,1304
1594,1985-05-15,2001-10-12,2125.3,6783,5648
1595,1987-11-11,2010-04-06,1656.0,5170,3428
1596,1977-03-16,2020-02-20,9685.2,6547,1708
1597,1975-09-13,2005-11-20,8095.4,5315,4022
1598,1973-10-07,2006-07-12,8517.8,5414,756
1599,1998-08-16,1999-04-27,6816.2,4708,4931
1600,1983-09-15,1997-03-19,6769.9,6102,1446
1601,1982-10-09,1998-10-31,7394.5,6739,5169
1602,1979-12-04,1991-09-05,8624.9,4326,57
