consultant_id,consumer_id,utility_id,consumption_volume,sum
4971,5581,4366,7388.73,33056.15
2146,6931,6029,6802.84,17974.58
3848,4009,3238,9161.96,37385.43
5781,4479,288,9998.28,78465.93
4253,4311,1799,7083.31,40352.17
2622,5165,3765,8419.58,19855.78
1546,6469,551,2064.51,15185.28
5679,4534,3773,3411.56,59241.65
5041,4708,1511,2992.97,60609.42
2046,6597,2100,3326.01,69908.72
3166,6795,6043,4802.39,40546.36
1311,4924,3613,8807.86,66742.53
2538,6618,504,9577.99,55825.18
828,4790,2816,4149.61,47430.62
2830,5449,6040,3596.46,50835.73
5951,5063,4281,1697.74,63883.84
5809,5340,2558,8388.38,50909.9
4415,4825,1424,8258.3,20694.88
3768,5798,3105,7016.95,28957.33
3671,4816,6621,3962.83,12279.97
3418,5675,2109,220.89,53847.21
5367,5749,6344,3166.06,17731.32
1872,4533,3363,4534.14,13081.13
3831,4753,2201,3635.14,48542.42
1084,5537,2620,172.57,39604.9
4525,5651,6623,2695.45,62693.96
5255,4013,3127,1503.33,2326.58
2943,6462,943,960.4,31866.64
2464,6054,2582,2866.86,11889.95
833,6494,4972,4476.83,40726.17
1514,6051,2342,6733.32,17500.99
3570,4994,933,3346.7,56604.92
4509,4589,6633,571.81,52162.7
4740,6160,956,2428.46,53126.64
5956,5881,4948,6052.61,34243.25
4121,5260,2352,3679.71,8370.5
5291,4131,3157,2263.58,36543.17
60,6260,4725,6340.08,62684.49
3783,4140,5668,8834.5,59535.08
4528,6070,3979,9386.33,28039.1
1723,4088,3700,6397.27,1938.57
5073,4625,1559,8062.75,60573.93
3378,5034,4652,3574.74,24335.28
3930,6312,6683,2268.74,6718.13
3429,6684,260,5797.1,11917.69
5418,6019,6671,9779.45,52176.17
1902,6309,2018,2057.53,8326.01
5069,4427,889,1247.05,67818.69
4654,6607,1031,4359.92,76611.74
5531,4815,2996,7823.7,20977.92
3280,4116,1481,1901.59,59594.08
4959,4022,2816,4319.88,6420.17
970,5270,4005,4389.01,45654.22
3343,5349,6919,7982.8,59830.32
3884,5595,6335,82.9,44073.09
4637,5049,6944,9995.22,21486.03
5052,6338,4696,4115.62,63612.69
3386,5336,5506,6841.69,25072.45
674,4188,3086,8723.28,39038.42
2992,5973,4928,5348.29,77063.38
5163,5523,6886,7346.65,50938.12
3980,6055,3806,814.32,67134.97
719,4775,238,2998.65,2236.59
371,4139,1927,9282.54,60259.21
3483,6746,1611,2437.86,14025.17
3307,4565,6945,8394.0,60146.61
2191,5100,315,4738.17,54833.89
2780,5116,2491,3360.98,1583.81
4309,5454,4265,5686.22,12822.73
1774,4946,2939,6683.83,63142.65
327,6318,6405,1441.54,43597.23
1960,4303,575,5909.87,7366.19
2000,6565,2293,1298.25,24519.87
2164,6573,5115,9028.06,62793.95
3983,6005,6799,6997.76,75493.92
5947,5510,1820,5779.85,76344.96
2441,4196,5513,2777.92,67844.98
5358,5265,2060,5266.45,5694.55
1705,6755,3692,8135.09,34371.1
5405,4180,4728,2991.26,55464.35
4935,4807,5633,6350.45,10396.16
1070,4574,5367,1052.47,75181.24
1451,6076,4386,4216.66,39135.42
5074,5209,3663,9631.08,3230.58
3217,4005,812,6436.09,5612.7
1066,6528,4480,8862.74,13732.88
2078,4800,2910,7743.32,15836.92
2044,6435,4485,6381.74,73451.71
1477,5044,2071,7295.8,24637.5
5492,4313,3824,9234.34,37637.38
3505,6629,1307,1201.35,31642.74
574,5861,2877,9840.72,18097.88
4365,5602,133,8655.02,67086.72
4086,5421,4369,9811.17,22887.3
3329,5578,700,6266.2,75959.45
2033,6394,1650,3838.71,51427.36
4627,6846,3575,6677.28,5190.73
4212,4346,4773,9727.71,2987.94
4825,5507,738,391.17,76465.68
2607,4850,765,280.46,14804.3
936,4950,671,9613.0,66632.54
1102,4254,685,699.05,66888.8
5967,5726,1266,7243.43,64832.53
4188,6357,5256,4357.34,37625.33
5307,5987,6068,4599.14,55489.16
1097,4495,1682,282.72,16698.85
1221,4419,1116,3701.34,71192.37
734,4707,5876,4364.45,16666.93
489,6478,3291,5000.98,63650.85
3235,4147,6741,9235.39,49825.28
4861,6918,1617,4543.17,10285.16
893,4870,6067,9012.25,14048.51
1821,5557,3874,7285.19,3012.1
873,5586,834,3997.93,7880.33
1065,4990,2299,8618.53,63641.68
4899,5735,4552,7798.41,21145.56
1069,6503,2421,5094.08,28243.54
1651,4233,3411,7507.09,20031.04
2192,6387,2091,3622.87,68938.95
4202,6361,370,7512.3,75914.37
1830,5970,6763,65.88,22504.07
5404,5176,4909,5291.43,21366.31
5129,4450,2981,3688.22,33225.49
4383,6182,5158,7670.37,26805.13
1654,5986,1801,6739.58,54686.19
48,4478,5209,7438.78,58689.76
3239,5197,6810,3093.28,33164.74
679,5716,3388,6532.39,62339.72
935,6992,1929,5196.7,4098.51
4337,5361,6614,2805.73,68765.93
2594,4407,6109,4761.83,73493.48
14,6586,1384,4591.37,33763.94
2333,6080,2481,3997.6,54816.49
1483,4948,2801,5924.58,58656.49
925,5549,2598,7894.28,50449.19
5742,5747,6273,9473.77,17246.86
4161,4074,2011,4512.01,72155.25
3231,5517,4860,7989.04,33215.06
1815,4426,1711,4649.36,52427.73
5006,4664,2410,2193.22,8494.05
3341,4208,6818,2734.06,52958.04
1588,6407,6170,7517.76,42694.13
4509,5863,1954,2157.4,38371.35
3191,5691,3401,7592.28,73330.28
4880,4454,1716,3660.25,14540.01
3802,4905,4857,1119.47,74290.6
1414,6632,2697,4028.28,16628.87
4690,6680,690,1820.33,69101.85
3191,5007,1329,4354.81,21693.38
3428,4115,6686,2690.96,45297.14
3697,6563,1556,1723.79,9192.85
722,5683,2350,9353.93,15598.15
1781,4904,6167,6779.22,33239.87
2997,5160,3387,7636.35,43538.94
2937,5706,4530,9870.5,27559.14
1769,4648,2532,5573.73,57063.31
3654,6145,3797,5761.6,41957.61
3952,4948,6960,8346.82,17393.19
228,6836,5967,1498.31,13140.16
1775,6197,5754,8558.24,69659.52
1870,4227,790,5934.13,4344.04
3135,4830,3333,5465.14,76929.22
4615,5076,6918,6019.88,28109.61
5223,4345,6819,8497.99,64143.24
790,5127,926,7309.89,67350.09
1926,6642,4985,5958.03,40973.31
4273,5774,2922,5754.96,70765.15
3202,4980,542,4244.65,19174.29
3282,4178,2651,6443.18,69787.35
4080,5355,2220,4506.17,40753.7
1425,5448,4486,178.06,31749.24
3288,4786,66,7987.78,29611.31
5803,6670,6582,9337.78,9486.34
4079,4417,4543,2281.58,4257.18
1506,6817,2396,9571.67,56119.8
838,4323,5780,4270.09,2346.65
2041,6073,3832,9131.42,61550.48
4905,6552,2682,2157.43,72143.28
711,6221,4949,193.45,54237.9
1619,4209,4353,9861.22,65947.81
807,5815,786,9305.93,77162.14
1424,4675,4051,2263.04,28926.07
5268,6702,2200,1249.66,36571.18
4807,5726,6480,5004.52,11504.63
5466,5585,40,2063.86,51130.26
274,5297,4046,5377.27,8163.93
1446,4728,6513,4604.03,30655.94
134,5550,3123,1425.94,2312.98
5582,4004,2590,6699.83,64283.22
3587,4133,5604,4941.25,20987.53
1803,5954,3665,7317.92,8075.58
2365,4907,2537,1491.28,45836.06
2083,6842,4215,1531.73,67406.52
2965,4961,2070,1056.17,25791.8
1649,4605,1059,1983.33,55756.59
5869,4612,2783,9478.94,14471.7
1069,5460,6159,6779.96,43596.49
2540,5481,4603,1689.31,53262.14
5624,5285,4377,5019.37,41902.65
1733,5343,4303,7408.59,5117.64
3559,4847,3765,6258.76,61497.32
4999,5915,4161,553.59,35149.46
5285,5630,3915,6369.7,63973.17
4307,4804,76,4424.65,54407.3
3329,5703,656,4785.94,65883.58
2256,6292,4491,7538.78,24135.39
288,6002,6317,2653.32,39475.1
897,4375,995,6887.44,2523.36
2846,6701,6914,7808.03,73418.82
2686,6799,6346,7582.06,36695.01
5642,4819,6489,9139.48,46509.79
2555,4362,3145,7806.57,61955.24
1325,4284,4397,3977.03,63610.94
1484,4099,3814,7801.68,57437.85
2381,4433,6030,1497.76,70875.58
3007,5603,6445,5319.63,75508.14
4802,5888,761,1921.13,61626.4
4757,6900,1685,6110.29,61330.23
2566,5793,3713,619.4,62336.68
5537,5212,2964,8841.37,14185.53
1891,4709,5539,7664.8,73320.17
702,5294,6852,3073.72,65993.74
2688,6153,985,1401.13,73854.66
5432,5458,4470,3149.61,39649.8
5166,4367,758,9098.03,39451.42
437,5662,1343,5606.04,24895.3
3506,4696,1058,7830.0,45095.12
3784,6125,755,9963.68,66346.44
412,4534,3833,7684.95,19491.53
1501,4007,6532,8313.17,21881.86
4463,4020,4694,8994.74,3214.67
6000,5143,5523,278.58,77417.61
3828,5053,2852,2640.17,29597.23
860,5053,4702,7844.12,22054.3
1781,6082,5289,7176.6,52574.68
2275,4005,2735,8095.7,4309.16
3087,5746,4403,8407.14,39921.61
3182,4511,6816,9864.68,6567.9
5726,4408,6136,7467.94,40253.07
1624,5931,2828,2451.58,49333.77
2580,5460,5080,3599.84,72935.53
1201,5862,2865,3392.95,3559.06
2189,6361,4276,127.37,78723.0
4687,4224,5581,7846.41,31140.0
1922,6326,2433,2318.69,44045.06
280,5695,581,249.96,11565.18
3611,6501,4845,4053.01,34320.53
1030,4679,6834,1796.9,4465.71
2576,6447,6493,1036.53,44787.33
3065,4474,4290,6904.94,39357.23
2052,4901,4666,6709.59,39340.13
5316,5689,5974,7437.13,59818.83
5060,4631,1819,5584.6,55537.88
1742,5523,5292,2558.45,72748.98
5298,4509,1589,7601.76,43375.09
4553,6582,5236,8152.72,79129.02
1492,6041,4992,6613.98,23927.77
1773,5814,1507,7292.3,16346.48
3997,5109,5281,6413.02,32524.52
2394,5882,2316,4619.81,58326.95
4676,5683,3944,7844.64,22283.26
1073,5052,605,8103.74,28372.93
3255,4415,4874,7425.53,61466.61
4248,6757,5528,6930.91,18914.88
855,6648,6362,9432.31,78856.48
5567,4209,1624,9699.15,74891.66
2598,6234,6494,2777.0,78124.82
4075,6599,4316,8348.84,62105.22
2515,6377,4992,2502.19,78397.11
228,4498,6755,5879.42,17941.45
2607,5167,2880,2793.22,49819.64
253,4245,4290,8371.52,59344.34
1869,6046,1645,165.89,10227.18
184,4062,3329,4316.48,26272.27
5068,5353,1021,3244.37,67201.15
536,6108,1684,2544.03,5802.22
2009,6231,6594,944.14,58951.12
3669,5349,1926,4585.27,8799.53
2367,5806,236,9632.22,72955.93
2773,6816,6140,3188.04,49931.91
2749,5138,1632,1111.81,56264.42
4369,5104,2742,2101.08,77758.08
3011,6540,4517,8998.66,64884.28
1192,4936,6449,7384.18,38296.84
2041,6587,1308,2429.31,40775.72
2614,4133,3289,7528.77,9972.88
1223,4287,6369,1159.93,79671.58
2357,6133,759,7654.39,57573.75
1489,4377,6349,4243.48,28894.66
4309,5622,5357,4126.13,47764.69
1238,5291,5746,3578.26,3633.93
5100,5763,6651,7531.21,14629.18
1195,6506,1074,833.87,48375.25
3739,4776,4644,3959.7,15723.82
4808,5804,6075,3842.87,26282.09
1057,6880,3348,7632.2,6720.32
2068,6053,3518,9016.73,66913.6
5744,4697,6868,3921.21,47491.11
5903,4356,4118,9670.3,52351.37
4600,4474,3016,8271.06,66346.09
57,5941,1589,6594.55,54012.8
4747,6078,1052,9724.91,16382.28
2400,5248,1530,2576.54,72464.8
941,6061,2444,4864.57,20197.6
2354,6938,3050,2985.52,11638.69
2806,5627,801,1799.21,31477.15
1133,6804,6341,6882.73,70199.76
5181,6733,6231,1575.3,6049.43
4800,5824,2349,6107.86,24648.92
5615,6543,6159,5276.65,57682.61
5583,6640,1897,1221.69,36450.16
423,5076,5657,7076.32,22896.62
264,4224,2128,5813.06,23400.99
3009,4546,1822,1152.99,59963.68
2457,6903,1019,3146.91,42905.52
4115,5872,3597,9218.83,27446.75
5711,5986,6897,4038.82,40186.83
4782,6402,2084,6538.62,77639.99
1553,5327,4896,9576.99,62041.39
5531,6483,4988,3216.25,8250.65
4142,4592,1429,9688.78,76470.62
3694,4804,1095,198.0,30462.81
1359,6275,4582,9274.5,17828.44
4142,6887,6521,280.21,3163.82
5348,6171,1047,3464.7,78461.36
1668,5070,2708,1603.71,61290.61
3337,5260,4786,4404.59,62338.81
4466,6261,2821,125.44,74403.61
4620,4784,6424,756.97,7936.38
2912,5277,5317,2659.35,51009.95
355,6086,5103,904.85,54756.76
3596,4053,4881,3813.67,10966.43
715,6285,948,4721.5,56720.56
4012,5889,4723,3879.16,32932.61
248,5625,3630,9047.78,14454.93
5418,4218,1893,325.11,6757.96
5849,4777,4138,9997.95,23166.84
5415,5639,3588,3398.24,44518.5
4422,5036,2046,4118.73,31497.7
332,6997,2385,4211.98,49289.08
4708,4535,6600,5430.35,72518.02
971,4664,4163,3563.26,40734.02
4686,4918,4691,2954.61,71306.92
2984,6005,2731,4503.01,47917.52
468,4061,5949,5858.6,31692.64
1736,6635,5023,4926.0,68729.66
2926,4010,3728,8564.41,38834.41
2639,5026,5606,3324.64,74929.92
3745,5291,201,2866.73,64390.89
2079,6238,4818,9332.51,5126.46
3377,5824,4277,7098.55,39136.22
2445,6196,4427,6544.73,52035.81
2241,5428,4614,7411.47,68116.32
3946,6215,5813,7566.69,31379.0
5594,5062,4377,3353.77,44392.54
4613,4052,1919,4178.4,70346.93
832,6642,2990,3175.87,52645.56
349,4208,5346,7859.66,14331.0
3875,4270,4041,5623.01,20826.98
600,6523,4949,7060.4,54197.66
524,6639,3754,4324.05,31776.17
3439,4812,1678,6078.72,46376.67
1056,4498,393,4050.73,45258.74
1954,4680,5816,378.48,25805.9
2101,4293,5867,4546.12,18671.69
5100,5160,4696,3607.04,74475.6
3621,5200,3986,2882.41,75647.25
5218,5361,6394,2095.26,41835.48
3108,6105,2648,2602.39,62501.95
1383,5062,1116,1249.07,24088.86
1333,5508,2252,2474.42,17939.63
3288,5374,3623,4288.18,43718.32
5853,5243,6236,1553.58,71828.15
751,5268,6578,1030.28,14450.18
2631,4846,6017,6142.62,30037.5
5295,4808,378,4165.74,8168.29
1889,6598,4179,5287.4,1607.85
5925,5589,2847,418.05,54857.67
1839,5316,270,5903.9,71472.35
2094,4155,6889,106.36,11744.13
2682,6627,6113,1462.36,53084.54
3868,4944,4364,851.7,14570.44
3375,4369,6003,2992.89,9800.48
4921,6506,1893,286.08,43810.61
4176,4843,6345,7531.33,65019.3
1475,6536,3142,7009.45,70905.55
3362,5808,2024,130.13,42680.72
2216,5028,5255,6071.75,63417.92
3446,6425,1946,4215.71,40785.57
4270,6521,3568,7668.78,78121.59
335,4257,564,9300.51,43596.95
1710,4732,6605,752.56,70364.83
690,6772,1563,3131.38,67843.87
3891,4713,7003,1249.35,26440.0
1855,5707,5917,550.26,61489.31
5256,5328,5713,6161.03,43399.27
1796,6602,5368,6209.35,74891.24
2427,5510,2751,3321.22,16875.62
5204,6566,3765,8824.79,14411.75
5439,6514,339,5469.33,28508.28
5411,5101,3229,1405.85,17937.01
4442,6381,5436,3659.34,26740.13
103,4785,5246,6563.62,33056.62
1167,6012,6828,9426.29,61050.85
4787,4021,6080,1824.32,6887.53
5553,5356,2188,4887.12,63429.84
1760,6940,5886,962.37,20747.55
2531,6999,1234,4695.67,35473.17
5719,6680,3460,3453.33,36574.07
1567,6219,2144,4355.17,79492.67
2952,6174,6137,5249.03,68172.01
4990,5016,4924,7879.37,49314.88
3072,4784,3590,6376.25,30266.26
2616,6297,3004,8017.33,17751.47
3101,6876,4811,4833.79,10968.06
5085,5961,5025,9929.44,55724.7
5619,5807,1568,3305.6,20055.92
4009,6924,2007,3237.02,4992.45
5060,4301,4884,3932.03,47180.96
3605,6039,2272,7988.99,11978.02
4024,4522,6000,9584.98,28039.53
1378,4221,3591,332.71,24771.6
2870,6293,230,8126.94,61482.2
3739,6861,3911,6838.42,8385.37
376,4838,3274,9795.14,62667.67
789,5169,5472,4876.56,48971.15
5347,5275,4534,9245.25,63978.67
5673,4756,920,3951.79,56720.06
2681,6806,6779,9567.51,73932.2
2602,4037,4075,7944.89,50337.42
5909,4499,6822,4704.84,19621.88
5465,6203,5689,9015.45,30766.63
5758,5125,3864,6484.24,57075.49
1022,4522,6549,4217.77,67324.9
1173,5254,5869,4537.07,57597.86
4736,5779,1473,8744.71,72739.28
3726,6954,312,5848.88,24455.26
1936,6508,5013,9346.57,55330.64
2316,5648,399,996.9,39620.2
3541,4210,2952,1761.57,58130.67
3476,4572,1116,5067.59,18027.28
5831,6131,6192,9818.25,12458.36
2128,5120,4286,6352.24,38994.37
1460,6125,5186,1270.47,55170.56
3155,5951,6070,598.85,3611.49
3270,4533,1369,251.09,13514.77
833,6386,2503,4695.67,37548.87
94,4407,5690,4722.0,73145.32
5749,4797,3606,199.59,75355.64
5283,5663,1474,5899.26,16882.09
4410,6359,1686,8035.34,49742.34
4302,6136,1739,8508.72,6981.45
2393,6080,5162,9095.18,9954.69
3859,6934,6783,1079.21,77363.78
3279,6112,6551,2588.36,72232.88
1278,5306,4438,8351.85,827.9
5483,4673,4545,3251.08,16924.65
3071,6454,3266,6207.41,59184.33
5911,5759,2799,9731.18,49856.25
4223,4438,6231,2718.84,66109.13
3870,5737,4765,942.34,47945.66
3012,4593,5728,7298.66,14791.62
5725,4811,942,8139.03,75846.51
1111,4543,5005,3771.0,57185.11
4315,4841,4532,8551.08,3473.92
3543,4586,2811,5425.53,43312.05
3587,5188,3959,4483.47,28492.55
5908,5113,6308,8609.45,25151.11
3338,4220,621,185.2,27729.22
397,6012,1725,2905.19,3852.42
234,6833,1725,6948.44,32314.5
5879,6539,5344,2567.44,46547.62
1739,5055,1561,7456.57,61862.6
266,4074,2700,158.15,43152.31
2759,6858,2273,6656.51,21720.82
527,6053,3446,2449.92,66427.17
5270,5031,2439,5598.81,4590.63
1579,5533,5827,7437.0,77884.45
1535,5660,5391,1828.33,24323.8
1467,5903,1248,6280.4,40300.32
2977,4719,3429,8651.78,58219.81
1477,6158,5976,2526.32,69851.23
2869,4113,5736,4408.42,38769.51
2301,6376,3027,6314.65,44305.15
2293,6905,3219,3493.23,22620.41
5724,6450,4376,5493.23,63197.65
4305,4316,6035,5671.88,58483.34
5055,4907,6790,4720.57,3797.05
2667,4298,4973,5102.22,36337.33
877,4274,1852,1831.04,40609.91
5891,4433,5388,6414.86,67406.0
2075,5681,3165,7737.0,54887.68
3059,4267,1225,468.32,15842.72
4033,6030,704,3553.68,15751.14
681,5826,3179,1245.78,46684.48
1040,4934,6748,9584.96,69122.03
4592,5963,1300,2353.62,61812.31
3623,6358,1395,2127.03,26184.42
795,4549,4966,9678.38,23266.37
5365,6799,5143,1003.66,67044.67
1243,5568,282,5027.96,45859.85
2848,6903,878,6805.95,11459.81
2004,4579,4942,5834.94,75522.17
5884,4049,6357,2095.85,42592.84
2090,6364,1926,3936.0,6696.38
3936,6388,2227,9431.74,68597.55
3008,6288,4796,9028.39,69388.87
1608,5302,735,240.67,35199.4
4257,4449,2508,1881.19,30393.15
1663,6382,2176,2731.06,71392.88
5895,6845,3106,5804.72,59369.84
279,4482,129,5923.45,58038.01
5564,6358,4548,4778.89,22160.07
1391,4668,5661,4172.71,36925.36
444,4377,4719,9162.65,9999.18
790,4252,2160,2229.34,68288.88
6,6906,3442,8388.72,19026.81
870,4752,5705,8924.45,51329.29
1788,4791,6521,8475.04,57037.2
5408,4049,2856,376.07,74211.77
4122,5419,103,5706.5,40904.97
4293,6978,4153,1652.64,42697.39
3724,5199,676,6805.63,12620.98
1976,5033,5336,1961.69,2399.52
5862,6453,474,9035.07,23318.91
4182,5674,4452,8799.96,19137.13
837,5565,3470,9312.48,44046.91
5488,5806,3963,8521.58,13506.2
3921,5274,6574,4181.42,41314.88
2539,5551,1698,3161.29,48535.61
2334,6664,3295,2781.25,16815.4
1438,4625,6518,7159.97,32928.36
2044,6274,6750,5812.9,27039.83
5377,5625,875,4141.77,15321.31
1817,5476,5304,4474.77,40470.1
1837,4761,4238,7337.5,37438.67
2320,6078,6845,9961.0,59089.15
239,5265,6819,7992.92,79099.23
3914,4362,6579,4094.3,75602.07
3576,5251,1901,863.0,19526.2
2685,4231,5581,9978.72,42441.14
4263,5692,6221,6615.16,7526.37
2718,5042,3302,1578.67,62367.36
3224,6401,4349,8774.54,23104.01
1259,6390,6706,8320.12,5864.29
3610,6210,4543,9050.01,57785.04
4707,5794,6527,3672.45,27732.98
2347,6587,1121,4080.02,45110.96
5968,6571,2696,5842.78,1059.34
5051,6116,1534,9624.03,12779.22
1748,7000,770,662.14,3448.84
5340,4661,4591,5776.94,58763.49
2382,6514,5966,1642.27,29920.52
918,5338,1172,2087.47,73094.29
3473,4898,1310,3775.01,46711.82
497,6516,3366,2501.52,7577.96
2701,5291,3037,8988.88,49646.57
3681,6307,2752,3554.73,17447.73
1925,5764,1111,5096.27,11839.14
5377,4592,201,9028.21,54724.72
2085,5381,2045,8114.58,839.82
3083,5732,139,3882.02,79913.28
3095,6947,5801,2011.17,60303.53
5553,6824,5647,1421.67,23274.93
4134,5598,3392,7752.9,10709.44
2856,5887,1535,2151.09,22279.33
2678,4033,4444,685.46,46633.71
4102,4580,1976,4704.79,70597.26
3801,6629,4215,9744.71,25267.2
5162,6937,1691,6304.57,56029.76
1333,5991,4212,9373.95,65016.55
180,4451,3529,6378.4,67152.07
2391,6003,2260,7380.68,65419.21
5578,5188,3488,3734.56,52902.21
2134,5604,301,5545.12,41731.24
2037,5031,1930,4975.63,62078.27
3645,4165,6701,1693.08,36162.43
2786,4624,5667,5267.44,47144.38
1585,6128,3847,1479.33,10809.79
3567,5292,1546,1014.86,43321.25
5459,4270,804,8363.66,44491.28
3597,4959,322,6830.55,50662.77
4084,4651,1904,7254.3,75350.4
5035,4624,5969,7406.5,28276.7
1154,6172,1612,2807.75,75153.19
3047,6632,6361,7553.96,79683.85
3266,4162,1612,7169.81,33357.31
5962,5441,1256,7059.08,50099.17
919,6127,1735,8110.92,19077.6
5991,4061,6151,7126.21,57631.47
3019,5091,6967,8282.36,44996.42
4987,5165,3127,5839.84,79137.59
457,6049,2832,3735.83,9245.56
4275,4721,5170,5200.69,12490.54
5407,5228,3141,624.5,42833.83
4327,5742,5585,4222.94,6107.69
4104,6586,657,6720.02,57975.18
1665,6718,1851,4201.53,66969.52
1425,6908,5197,4176.83,23546.28
3202,5074,3298,3544.23,77541.68
2638,4302,5833,3433.87,7650.22
4210,6147,2975,3347.89,76493.33
5851,4765,5468,2656.88,17957.39
5833,4297,5111,597.43,55967.01
442,5198,803,3940.61,17165.34
2957,4449,1474,6130.81,3271.54
2962,6841,5914,5866.37,12237.28
5463,4265,1437,7180.01,75108.22
962,5212,629,3488.68,56301.77
4342,5969,1715,1471.34,79936.7
5112,5129,809,8231.6,62088.33
4020,4028,5099,5061.36,56110.02
286,5394,1294,5296.42,36100.93
5576,5755,7001,8928.39,29152.93
971,6358,6704,5671.46,66517.55
1181,4895,1861,2781.86,5834.59
1133,5599,4945,6610.54,78972.37
3781,4673,1659,5682.86,72230.8
5769,4883,4874,5970.91,52065.37
4188,4145,642,7144.37,34181.55
88,5576,3381,5726.16,6824.0
1079,6216,3285,2846.15,22408.77
2888,5082,6379,6324.68,3991.48
2355,6408,2116,9760.09,75694.08
760,5660,6762,7081.88,2304.64
3405,6763,5844,9165.86,49410.44
2701,5867,5492,4009.51,8772.47
1707,4321,4509,4691.57,51870.56
4435,5842,5649,9233.57,11525.64
1834,4454,5203,914.52,23899.74
5800,4598,1099,5826.53,61839.96
2181,6098,4170,860.49,47850.83
548,4031,1587,3873.49,43728.73
4331,6557,3042,373.25,67339.96
829,5048,6445,2724.02,34805.02
2773,5970,3938,7284.62,18555.99
5334,5870,5642,8277.66,66202.04
4219,6228,1944,7493.12,74782.84
258,6020,3244,5860.01,20371.3
2966,5967,1844,9177.02,44875.5
3647,5134,6645,8033.25,17017.82
5366,4271,6024,2427.4,62377.96
3548,5723,1638,3832.29,36532.11
4638,5496,1282,3704.83,76788.3
262,4364,2833,6532.15,2317.65
359,6208,4165,6706.57,45356.02
4166,6164,2943,3852.76,25070.41
5902,4202,2672,8054.48,38567.63
3783,4764,2931,8344.89,41443.02
1034,5687,4678,834.2,5880.3
1258,4442,3568,1483.95,39704.92
218,5373,336,9266.96,13254.56
32,4011,2577,9346.14,26837.35
600,4936,4736,1288.52,41915.89
2516,6497,4421,4032.12,7790.8
5774,5117,5543,3893.85,16431.01
4680,4818,320,5327.79,6040.13
164,5125,4843,3792.72,70868.56
4178,4656,1651,5700.83,78078.81
5520,6324,83,7784.42,43544.52
5655,5831,512,1552.03,55696.63
2634,6406,1736,9566.13,10584.2
5393,5323,1457,588.77,33177.89
1130,6510,5587,4579.14,11027.27
3420,4342,2994,6507.44,48085.98
4784,6122,2468,8668.31,56101.62
1409,6006,6909,8940.78,21300.77
929,6183,6643,7060.07,21355.31
4137,4208,3910,745.5,48324.75
4546,5412,1727,7325.14,4069.48
1632,4255,6155,7856.78,65518.43
3032,4523,2855,1725.79,29994.44
269,5552,1402,5520.79,10932.89
2768,4045,6476,5665.96,62945.89
1308,5165,6894,3533.36,48172.36
4401,5023,162,8397.74,71534.32
869,6218,2538,2595.47,56619.87
4972,4647,4494,9309.88,15270.51
5564,6837,2002,8729.98,12730.05
5291,5829,1896,1315.94,45636.46
4260,4819,6628,7344.62,60606.27
5866,5126,6509,7680.3,28137.2
3850,6747,6399,1865.34,41738.02
2674,5375,4643,5147.76,43698.6
1418,4246,5233,9649.0,38823.45
2073,6101,1505,8875.64,37138.19
3422,6607,6353,2615.53,31482.08
1643,4636,2400,9771.25,29724.2
753,5316,5032,6979.65,20754.46
3027,5196,4313,9582.17,77635.3
2261,5069,3299,2348.05,8060.59
5367,6029,67,7938.25,14102.26
5378,4941,6879,5491.52,50465.81
2412,6098,6899,248.6,13618.38
5222,5001,985,3702.75,67248.26
3543,5226,2305,3862.49,78839.3
2807,6725,4976,9921.97,47001.9
550,4368,4220,6518.99,46290.67
493,5785,3631,8031.37,52848.01
4022,6293,1567,2160.86,76097.38
3099,6258,1336,9313.69,37119.02
3946,4500,5834,5052.21,25731.14
2650,6806,5641,3695.86,78358.7
3764,6190,4780,9682.55,10358.73
1013,6483,250,5253.86,48618.6
4813,4439,3389,4229.14,59405.15
3035,5411,1729,1857.59,36501.26
1021,5450,527,6767.26,4412.35
3077,5650,5034,6823.97,53195.15
306,4364,561,5221.71,45445.35
5950,6183,1787,175.24,939.24
3345,6080,5268,3321.97,29287.85
1713,6389,362,1570.12,63320.21
439,6963,1936,8681.31,10714.49
2779,4673,1653,1109.52,76257.16
4950,5371,3475,7527.99,65373.75
4233,6629,3764,7613.8,69862.94
3214,6846,2330,533.4,35385.65
4551,4036,3051,9443.22,13224.92
2275,4732,6281,8484.39,50188.63
4441,6554,6055,9412.33,33748.47
3217,6159,4386,6661.63,61880.79
351,6694,2849,9588.8,62435.61
2950,6811,5773,9193.93,56245.33
1816,6416,1548,4978.38,1213.35
884,5611,4432,7704.0,63832.1
2875,5378,2498,5372.0,23364.97
4876,4227,2727,617.31,36507.08
1594,5288,2782,5728.76,40944.29
139,5119,5431,6463.71,38381.85
2206,5596,2058,2349.74,51264.56
1123,6741,3134,271.29,56631.36
2540,6913,6114,8534.33,41876.79
515,4625,477,9415.86,55455.74
1993,6792,6711,6263.57,3609.68
4001,5084,5963,7004.9,50187.64
3519,5869,2032,1546.8,38229.12
218,4354,6731,5664.67,59004.01
5719,4738,1587,792.47,68244.19
5580,4987,3778,7409.36,31803.63
3053,4029,1127,8656.83,18972.18
3553,5220,1392,6298.84,8770.83
5624,4415,4679,418.02,68701.39
1304,6422,2529,9401.64,79425.65
2516,5278,6396,8088.02,19160.91
3508,6582,2411,8151.71,75745.39
3449,5761,4017,7086.06,69499.72
5691,5671,6085,4153.1,53883.01
3390,6685,6023,7695.35,68731.88
