consumer_id,rates_id,service_type
4538,1290,Energy supply
5363,1291,Repair
5777,1292,Energy supply
5456,1293,Servicing
4150,1294,Repair
5142,1295,Consulting
4794,1296,Repair
6642,1297,Energy supply
4803,1298,Servicing
6827,1299,Consulting
4092,1300,Consulting
4091,1301,Installation of equipment
5640,1302,Servicing
5282,1303,Repair
6206,1304,Servicing
4067,1305,Repair
6315,1306,Servicing
6879,1307,Servicing
4526,1308,Consulting
4087,1309,Energy supply
4680,1310,Repair
5315,1311,Servicing
6907,1312,Installation of equipment
5464,1313,Repair
6154,1314,Consulting
5876,1315,Consulting
6742,1316,Installation of equipment
6777,1317,Repair
5870,1318,Repair
5286,1319,Energy supply
5499,1320,Energy supply
5554,1321,Servicing
5004,1322,Consulting
6726,1323,Servicing
4467,1324,Consulting
4800,1325,Repair
4448,1326,Servicing
5716,1327,Installation of equipment
6440,1328,Installation of equipment
6770,1329,Servicing
5939,1330,Servicing
4885,1331,Installation of equipment
6893,1332,Energy supply
5908,1333,Energy supply
4657,1334,Servicing
6774,1335,Servicing
4489,1336,Repair
5384,1337,Servicing
5945,1338,Repair
6794,1339,Servicing
4995,1340,Energy supply
5248,1341,Installation of equipment
5864,1342,Energy supply
4178,1343,Consulting
5517,1344,Repair
5274,1345,Energy supply
6235,1346,Consulting
5780,1347,Installation of equipment
4679,1348,Servicing
4876,1349,Servicing
6159,1350,Servicing
4033,1351,Consulting
4824,1352,Repair
6670,1353,Consulting
5969,1354,Installation of equipment
5380,1355,Installation of equipment
4369,1356,Servicing
5145,1357,Consulting
5905,1358,Installation of equipment
6371,1359,Consulting
4645,1360,Energy supply
6906,1361,Consulting
5328,1362,Consulting
6027,1363,Servicing
6153,1364,Installation of equipment
5081,1365,Energy supply
4732,1366,Servicing
4607,1367,Installation of equipment
6865,1368,Consulting
4986,1369,Repair
6892,1370,Consulting
4744,1371,Installation of equipment
5065,1372,Installation of equipment
4158,1373,Installation of equipment
5554,1374,Servicing
5032,1375,Servicing
6631,1376,Consulting
4065,1377,Repair
5838,1378,Consulting
6292,1379,Consulting
6291,1380,Consulting
4595,1381,Servicing
4354,1382,Installation of equipment
6365,1383,Servicing
5708,1384,Repair
5124,1385,Repair
5718,1386,Servicing
5285,1387,Servicing
6710,1388,Consulting
5208,1389,Installation of equipment
4508,1390,Repair
4006,1391,Installation of equipment
5291,1392,Energy supply
5195,1393,Installation of equipment
4464,1394,Installation of equipment
6631,1395,Repair
6380,1396,Consulting
4778,1397,Energy supply
6299,1398,Energy supply
4479,1399,Energy supply
4680,1400,Servicing
5577,1401,Energy supply
6960,1402,Consulting
4224,1403,Repair
6739,1404,Installation of equipment
5517,1405,Repair
4494,1406,Repair
6038,1407,Repair
6338,1408,Energy supply
6958,1409,Repair
4705,1410,Repair
5252,1411,Installation of equipment
6885,1412,Consulting
4050,1413,Consulting
5032,1414,Consulting
4810,1415,Servicing
5487,1416,Consulting
4561,1417,Consulting
7002,1418,Servicing
6512,1419,Servicing
6738,1420,Installation of equipment
5719,1421,Installation of equipment
5190,1422,Installation of equipment
5091,1423,Energy supply
6386,1424,Energy supply
5242,1425,Energy supply
4301,1426,Consulting
5479,1427,Energy supply
5841,1428,Consulting
6577,1429,Servicing
6491,1430,Energy supply
4296,1431,Repair
5210,1432,Energy supply
6418,1433,Servicing
6248,1434,Energy supply
5955,1435,Installation of equipment
5854,1436,Servicing
5835,1437,Energy supply
6507,1438,Energy supply
6402,1439,Energy supply
4987,1440,Energy supply
4787,1441,Servicing
6506,1442,Servicing
6954,1443,Repair
4732,1444,Consulting
4505,1445,Servicing
4891,1446,Consulting
6156,1447,Servicing
6994,1448,Servicing
4569,1449,Installation of equipment
4462,1450,Consulting
5678,1451,Energy supply
5388,1452,Installation of equipment
6396,1453,Energy supply
6571,1454,Consulting
4133,1455,Energy supply
4546,1456,Servicing
5611,1457,Repair
4463,1458,Repair
5745,1459,Energy supply
5283,1460,Energy supply
6861,1461,Servicing
5207,1462,Energy supply
5741,1463,Servicing
5458,1464,Repair
5774,1465,Consulting
5196,1466,Installation of equipment
5677,1467,Installation of equipment
5043,1468,Consulting
5880,1469,Installation of equipment
4135,1470,Energy supply
6945,1471,Energy supply
4549,1472,Installation of equipment
4704,1473,Consulting
4855,1474,Consulting
5746,1475,Repair
5594,1476,Installation of equipment
5704,1477,Installation of equipment
5373,1478,Repair
6891,1479,Repair
6057,1480,Energy supply
5216,1481,Repair
5726,1482,Repair
5246,1483,Consulting
5165,1484,Energy supply
4574,1485,Energy supply
5856,1486,Servicing
6049,1487,Servicing
6649,1488,Consulting
5949,1489,Consulting
5256,1490,Servicing
6402,1491,Energy supply
4671,1492,Repair
5197,1493,Installation of equipment
6059,1494,Installation of equipment
4376,1495,Consulting
6576,1496,Servicing
5387,1497,Consulting
4788,1498,Servicing
5447,1499,Repair
5320,1500,Servicing
5301,1501,Servicing
4482,1502,Repair
5927,1503,Servicing
4133,1504,Energy supply
6692,1505,Energy supply
4952,1506,Installation of equipment
5937,1507,Energy supply
6838,1508,Repair
5871,1509,Servicing
6265,1510,Energy supply
6282,1511,Repair
5348,1512,Servicing
6151,1513,Energy supply
5633,1514,Repair
4795,1515,Servicing
5357,1516,Consulting
4981,1517,Consulting
6522,1518,Energy supply
4080,1519,Repair
5111,1520,Consulting
6190,1521,Consulting
6817,1522,Energy supply
5626,1523,Consulting
4247,1524,Repair
6712,1525,Repair
4414,1526,Installation of equipment
4761,1527,Consulting
6256,1528,Repair
6570,1529,Repair
6006,1530,Servicing
5030,1531,Consulting
4873,1532,Repair
5517,1533,Servicing
5603,1534,Repair
5071,1535,Repair
6071,1536,Repair
4899,1537,Consulting
4438,1538,Installation of equipment
6989,1539,Consulting
6655,1540,Energy supply
6452,1541,Energy supply
5192,1542,Consulting
6302,1543,Servicing
5266,1544,Servicing
5400,1545,Repair
6003,1546,Installation of equipment
4243,1547,Servicing
5235,1548,Repair
5563,1549,Servicing
4087,1550,Energy supply
5597,1551,Servicing
4760,1552,Consulting
4703,1553,Consulting
5472,1554,Servicing
4218,1555,Consulting
6912,1556,Servicing
5540,1557,Repair
4684,1558,Repair
6047,1559,Energy supply
6890,1560,Servicing
5670,1561,Servicing
5704,1562,Servicing
6990,1563,Servicing
5208,1564,Consulting
5545,1565,Consulting
4485,1566,Installation of equipment
6296,1567,Repair
4004,1568,Installation of equipment
4583,1569,Installation of equipment
5704,1570,Servicing
4987,1571,Servicing
4655,1572,Repair
5656,1573,Consulting
4102,1574,Repair
5174,1575,Installation of equipment
4427,1576,Servicing
4320,1577,Repair
6820,1578,Consulting
4580,1579,Consulting
4469,1580,Energy supply
6815,1581,Servicing
6460,1582,Consulting
5576,1583,Consulting
4434,1584,Installation of equipment
4229,1585,Installation of equipment
6927,1586,Energy supply
4352,1587,Consulting
4432,1588,Repair
5930,1589,Consulting
4677,1590,Consulting
5065,1591,Servicing
5759,1592,Servicing
5643,1593,Consulting
4442,1594,Consulting
5367,1595,Energy supply
6443,1596,Energy supply
6544,1597,Energy supply
5689,1598,Installation of equipment
6841,1599,Energy supply
6712,1600,Consulting
5659,1601,Repair
4296,1602,Servicing
4283,1603,Installation of equipment
4115,1604,Energy supply
4380,1605,Consulting
5681,1606,Repair
4805,1607,Repair
6902,1608,Energy supply
6801,1609,Repair
5898,1610,Consulting
4502,1611,Energy supply
6272,1612,Energy supply
4112,1613,Consulting
4363,1614,Servicing
5758,1615,Servicing
6583,1616,Energy supply
5422,1617,Energy supply
5373,1618,Servicing
6717,1619,Energy supply
4427,1620,Servicing
5203,1621,Installation of equipment
6624,1622,Energy supply
4788,1623,Installation of equipment
4659,1624,Servicing
5236,1625,Energy supply
4737,1626,Repair
5571,1627,Energy supply
4324,1628,Energy supply
4247,1629,Consulting
4453,1630,Installation of equipment
4860,1631,Repair
4817,1632,Energy supply
4180,1633,Consulting
5993,1634,Repair
6593,1635,Servicing
5809,1636,Servicing
5548,1637,Servicing
5107,1638,Consulting
6920,1639,Consulting
6507,1640,Repair
4853,1641,Energy supply
5088,1642,Consulting
6952,1643,Consulting
4347,1644,Repair
6087,1645,Energy supply
4656,1646,Repair
4838,1647,Servicing
5527,1648,Installation of equipment
4454,1649,Repair
6792,1650,Consulting
6173,1651,Repair
6893,1652,Consulting
4642,1653,Repair
5704,1654,Installation of equipment
6112,1655,Consulting
4709,1656,Installation of equipment
5814,1657,Installation of equipment
4004,1658,Energy supply
5132,1659,Energy supply
6058,1660,Repair
5147,1661,Servicing
5361,1662,Servicing
5420,1663,Energy supply
6205,1664,Repair
4115,1665,Installation of equipment
6302,1666,Consulting
4267,1667,Installation of equipment
4250,1668,Repair
6811,1669,Consulting
4030,1670,Energy supply
4149,1671,Energy supply
4249,1672,Servicing
6370,1673,Repair
6610,1674,Consulting
4483,1675,Servicing
5689,1676,Repair
6057,1677,Servicing
5960,1678,Consulting
4732,1679,Repair
5558,1680,Servicing
5301,1681,Consulting
6324,1682,Repair
6253,1683,Repair
4792,1684,Repair
5724,1685,Servicing
5077,1686,Consulting
6189,1687,Consulting
4950,1688,Installation of equipment
4788,1689,Servicing
5438,1690,Servicing
6276,1691,Energy supply
5897,1692,Installation of equipment
4798,1693,Energy supply
4290,1694,Repair
6963,1695,Consulting
6344,1696,Repair
6142,1697,Consulting
4693,1698,Repair
6035,1699,Servicing
5831,1700,Servicing
5225,1701,Energy supply
5642,1702,Installation of equipment
4119,1703,Servicing
5340,1704,Energy supply
6164,1705,Servicing
5207,1706,Energy supply
4218,1707,Installation of equipment
4825,1708,Servicing
4817,1709,Servicing
4962,1710,Energy supply
4026,1711,Energy supply
6875,1712,Consulting
6387,1713,Energy supply
5629,1714,Installation of equipment
5035,1715,Repair
6400,1716,Servicing
6855,1717,Consulting
6988,1718,Installation of equipment
6809,1719,Consulting
6625,1720,Energy supply
5893,1721,Servicing
5472,1722,Servicing
5710,1723,Installation of equipment
5404,1724,Consulting
4694,1725,Energy supply
5637,1726,Energy supply
6378,1727,Installation of equipment
4078,1728,Consulting
6718,1729,Consulting
4840,1730,Repair
6231,1731,Energy supply
5916,1732,Consulting
6066,1733,Consulting
4633,1734,Consulting
5224,1735,Energy supply
4172,1736,Energy supply
6702,1737,Energy supply
4616,1738,Installation of equipment
4470,1739,Energy supply
5007,1740,Energy supply
6221,1741,Energy supply
5425,1742,Installation of equipment
6001,1743,Repair
4122,1744,Repair
6607,1745,Energy supply
4559,1746,Consulting
5101,1747,Consulting
4019,1748,Servicing
4038,1749,Servicing
5342,1750,Installation of equipment
6321,1751,Consulting
5222,1752,Consulting
5404,1753,Energy supply
4404,1754,Consulting
4735,1755,Consulting
4630,1756,Energy supply
6074,1757,Servicing
5992,1758,Servicing
5610,1759,Installation of equipment
4614,1760,Servicing
5687,1761,Installation of equipment
6600,1762,Energy supply
5412,1763,Repair
4283,1764,Energy supply
4677,1765,Consulting
6596,1766,Repair
6453,1767,Consulting
5571,1768,Consulting
5806,1769,Consulting
6111,1770,Repair
5983,1771,Installation of equipment
5972,1772,Repair
6802,1773,Installation of equipment
6686,1774,Repair
6170,1775,Repair
6293,1776,Servicing
5301,1777,Installation of equipment
6980,1778,Consulting
4261,1779,Servicing
4964,1780,Servicing
6912,1781,Consulting
4652,1782,Repair
6126,1783,Repair
5893,1784,Energy supply
6466,1785,Consulting
5902,1786,Consulting
6436,1787,Servicing
4350,1788,Repair
6938,1789,Repair
4686,1790,Servicing
5617,1791,Energy supply
5221,1792,Installation of equipment
4176,1793,Consulting
4026,1794,Energy supply
5576,1795,Repair
6623,1796,Consulting
6792,1797,Installation of equipment
5552,1798,Energy supply
4782,1799,Servicing
5030,1800,Consulting
5859,1801,Energy supply
6315,1802,Servicing
5345,1803,Consulting
4454,1804,Servicing
4677,1805,Energy supply
4719,1806,Servicing
6034,1807,Energy supply
5342,1808,Servicing
6820,1809,Servicing
4396,1810,Servicing
6588,1811,Servicing
5224,1812,Energy supply
5303,1813,Servicing
6820,1814,Repair
5647,1815,Servicing
5376,1816,Energy supply
6449,1817,Installation of equipment
5523,1818,Repair
4923,1819,Consulting
6367,1820,Repair
5310,1821,Repair
5916,1822,Repair
5811,1823,Repair
5393,1824,Installation of equipment
4008,1825,Consulting
4529,1826,Installation of equipment
5177,1827,Servicing
4568,1828,Installation of equipment
4145,1829,Consulting
5989,1830,Consulting
5046,1831,Installation of equipment
6852,1832,Servicing
6207,1833,Repair
4443,1834,Repair
6517,1835,Servicing
4503,1836,Consulting
5226,1837,Repair
5492,1838,Installation of equipment
4164,1839,Repair
6048,1840,Servicing
6409,1841,Repair
5758,1842,Servicing
5181,1843,Repair
5036,1844,Installation of equipment
5419,1845,Energy supply
4690,1846,Installation of equipment
4504,1847,Consulting
4874,1848,Consulting
5366,1849,Consulting
5228,1850,Servicing
4293,1851,Installation of equipment
4753,1852,Energy supply
5724,1853,Energy supply
4747,1854,Installation of equipment
5484,1855,Installation of equipment
4754,1856,Energy supply
5898,1857,Repair
4189,1858,Consulting
4556,1859,Servicing
6213,1860,Repair
5630,1861,Installation of equipment
6998,1862,Energy supply
5043,1863,Repair
5027,1864,Installation of equipment
6328,1865,Repair
4575,1866,Repair
6771,1867,Repair
6528,1868,Consulting
5206,1869,Consulting
6597,1870,Energy supply
4161,1871,Installation of equipment
6289,1872,Consulting
6619,1873,Servicing
6222,1874,Repair
5221,1875,Consulting
6562,1876,Energy supply
6894,1877,Installation of equipment
5659,1878,Installation of equipment
4504,1879,Energy supply
5936,1880,Servicing
4815,1881,Energy supply
4384,1882,Repair
4506,1883,Servicing
6717,1884,Repair
4358,1885,Energy supply
6914,1886,Energy supply
6881,1887,Consulting
5966,1888,Energy supply
5390,1889,Energy supply
4703,1890,Installation of equipment
5243,1891,Repair
5778,1892,Energy supply
4515,1893,Servicing
6461,1894,Installation of equipment
6609,1895,Installation of equipment
6544,1896,Installation of equipment
5735,1897,Consulting
5830,1898,Consulting
6470,1899,Consulting
6687,1900,Repair
5028,1901,Energy supply
5062,1902,Servicing
6973,1903,Repair
6883,1904,Consulting
5864,1905,Consulting
5831,1906,Servicing
6900,1907,Repair
6982,1908,Servicing
5576,1909,Repair
6040,1910,Energy supply
4744,1911,Consulting
5961,1912,Consulting
6497,1913,Consulting
4611,1914,Consulting
4461,1915,Installation of equipment
4389,1916,Installation of equipment
6457,1917,Consulting
4408,1918,Installation of equipment
6243,1919,Energy supply
6886,1920,Energy supply
4856,1921,Servicing
6288,1922,Servicing
4527,1923,Consulting
4675,1924,Repair
6716,1925,Repair
4571,1926,Energy supply
6568,1927,Repair
5927,1928,Installation of equipment
5847,1929,Repair
6965,1930,Installation of equipment
5363,1931,Energy supply
5370,1932,Servicing
4051,1933,Energy supply
6181,1934,Repair
5173,1935,Consulting
5949,1936,Installation of equipment
6905,1937,Energy supply
6874,1938,Repair
5997,1939,Energy supply
5419,1940,Installation of equipment
4108,1941,Energy supply
5941,1942,Installation of equipment
6356,1943,Energy supply
4187,1944,Consulting
5267,1945,Consulting
5631,1946,Repair
6105,1947,Consulting
4644,1948,Repair
5517,1949,Repair
5795,1950,Repair
5822,1951,Servicing
6390,1952,Installation of equipment
4151,1953,Repair
4168,1954,Repair
5456,1955,Servicing
4673,1956,Consulting
4781,1957,Consulting
4779,1958,Servicing
6577,1959,Installation of equipment
6642,1960,Installation of equipment
6531,1961,Servicing
5259,1962,Servicing
6374,1963,Consulting
4223,1964,Energy supply
5984,1965,Servicing
4124,1966,Installation of equipment
5782,1967,Installation of equipment
4966,1968,Installation of equipment
5295,1969,Installation of equipment
5088,1970,Consulting
5392,1971,Energy supply
4523,1972,Consulting
6458,1973,Installation of equipment
4174,1974,Installation of equipment
6130,1975,Servicing
4852,1976,Repair
6104,1977,Consulting
6805,1978,Consulting
6315,1979,Energy supply
4546,1980,Servicing
4068,1981,Installation of equipment
6136,1982,Consulting
5900,1983,Consulting
6967,1984,Installation of equipment
6392,1985,Energy supply
4662,1986,Servicing
6357,1987,Consulting
6950,1988,Installation of equipment
6407,1989,Installation of equipment
4929,1990,Consulting
6699,1991,Repair
6771,1992,Repair
4945,1993,Servicing
4894,1994,Consulting
5321,1995,Repair
5644,1996,Consulting
4048,1997,Repair
4259,1998,Consulting
4525,1999,Energy supply
6083,2000,Energy supply
5862,2001,Servicing
5345,2002,Consulting
4690,2003,Consulting
4961,2004,Servicing
6030,2005,Energy supply
4875,2006,Repair
6238,2007,Installation of equipment
4483,2008,Energy supply
4741,2009,Energy supply
4045,2010,Energy supply
5100,2011,Installation of equipment
6055,2012,Installation of equipment
6048,2013,Repair
4430,2014,Energy supply
6477,2015,Consulting
6865,2016,Consulting
5801,2017,Installation of equipment
6405,2018,Installation of equipment
4366,2019,Energy supply
5205,2020,Servicing
5295,2021,Installation of equipment
4156,2022,Repair
4093,2023,Installation of equipment
6437,2024,Consulting
4205,2025,Consulting
6514,2026,Consulting
4377,2027,Consulting
4464,2028,Installation of equipment
4144,2029,Repair
6760,2030,Repair
6629,2031,Installation of equipment
6270,2032,Servicing
4493,2033,Repair
6031,2034,Servicing
5903,2035,Repair
4262,2036,Installation of equipment
6933,2037,Installation of equipment
6548,2038,Consulting
4139,2039,Installation of equipment
6615,2040,Installation of equipment
4447,2041,Servicing
5751,2042,Energy supply
6522,2043,Servicing
6479,2044,Repair
6093,2045,Installation of equipment
4516,2046,Installation of equipment
6605,2047,Repair
4093,2048,Installation of equipment
6220,2049,Energy supply
4762,2050,Servicing
5945,2051,Energy supply
6116,2052,Energy supply
4643,2053,Energy supply
5785,2054,Installation of equipment
5823,2055,Repair
5013,2056,Installation of equipment
6383,2057,Servicing
4405,2058,Installation of equipment
6115,2059,Energy supply
5651,2060,Consulting
5783,2061,Installation of equipment
4863,2062,Servicing
6127,2063,Installation of equipment
4124,2064,Repair
5055,2065,Energy supply
5468,2066,Consulting
6495,2067,Repair
4723,2068,Energy supply
6961,2069,Installation of equipment
4188,2070,Repair
5860,2071,Servicing
6342,2072,Servicing
5996,2073,Installation of equipment
6149,2074,Consulting
6870,2075,Consulting
5988,2076,Servicing
5747,2077,Servicing
4497,2078,Energy supply
4438,2079,Consulting
6653,2080,Installation of equipment
4140,2081,Servicing
4143,2082,Servicing
4105,2083,Servicing
4120,2084,Energy supply
5276,2085,Repair
6069,2086,Servicing
6987,2087,Energy supply
4537,2088,Consulting
5567,2089,Energy supply
4698,2090,Repair
5754,2091,Servicing
5673,2092,Energy supply
4125,2093,Installation of equipment
4776,2094,Servicing
5841,2095,Consulting
4615,2096,Energy supply
5868,2097,Repair
5689,2098,Installation of equipment
5950,2099,Installation of equipment
5252,2100,Repair
4882,2101,Consulting
6782,2102,Consulting
5852,2103,Installation of equipment
5878,2104,Repair
6941,2105,Energy supply
6986,2106,Repair
5902,2107,Consulting
5047,2108,Energy supply
5210,2109,Energy supply
5093,2110,Energy supply
5071,2111,Repair
6626,2112,Installation of equipment
6901,2113,Consulting
5366,2114,Repair
4827,2115,Installation of equipment
6057,2116,Installation of equipment
4234,2117,Consulting
4630,2118,Consulting
6269,2119,Consulting
4027,2120,Consulting
4013,2121,Servicing
6410,2122,Energy supply
6984,2123,Energy supply
6077,2124,Installation of equipment
6252,2125,Servicing
6744,2126,Installation of equipment
6702,2127,Repair
6296,2128,Servicing
6895,2129,Installation of equipment
4429,2130,Repair
6518,2131,Consulting
5108,2132,Energy supply
5853,2133,Servicing
6953,2134,Repair
4268,2135,Servicing
4251,2136,Consulting
4042,2137,Repair
4472,2138,Consulting
4304,2139,Energy supply
4304,2140,Servicing
4687,2141,Installation of equipment
6878,2142,Consulting
5271,2143,Consulting
6432,2144,Installation of equipment
6293,2145,Consulting
4782,2146,Servicing
5503,2147,Consulting
4853,2148,Repair
5446,2149,Installation of equipment
5498,2150,Consulting
5473,2151,Servicing
5776,2152,Installation of equipment
6943,2153,Servicing
4282,2154,Energy supply
4995,2155,Consulting
6967,2156,Installation of equipment
4743,2157,Installation of equipment
6483,2158,Servicing
6869,2159,Installation of equipment
6520,2160,Servicing
5550,2161,Energy supply
4499,2162,Repair
4725,2163,Servicing
5667,2164,Installation of equipment
4941,2165,Repair
5238,2166,Servicing
5343,2167,Repair
5629,2168,Energy supply
4297,2169,Energy supply
6287,2170,Energy supply
6480,2171,Consulting
6548,2172,Installation of equipment
5871,2173,Energy supply
5231,2174,Servicing
4154,2175,Energy supply
6094,2176,Energy supply
5450,2177,Installation of equipment
4421,2178,Servicing
5677,2179,Installation of equipment
4417,2180,Energy supply
5583,2181,Energy supply
4098,2182,Repair
4089,2183,Repair
6548,2184,Consulting
6475,2185,Energy supply
4183,2186,Servicing
4934,2187,Installation of equipment
6378,2188,Installation of equipment
4755,2189,Servicing
6486,2190,Energy supply
4425,2191,Consulting
5058,2192,Repair
6646,2193,Repair
6946,2194,Servicing
6446,2195,Servicing
4423,2196,Installation of equipment
4954,2197,Servicing
5372,2198,Consulting
6029,2199,Consulting
6910,2200,Consulting
4169,2201,Repair
5433,2202,Consulting
5757,2203,Consulting
4036,2204,Installation of equipment
6158,2205,Installation of equipment
6518,2206,Consulting
4053,2207,Energy supply
6365,2208,Installation of equipment
6372,2209,Repair
4251,2210,Servicing
5216,2211,Installation of equipment
6645,2212,Installation of equipment
5333,2213,Consulting
4457,2214,Energy supply
6863,2215,Installation of equipment
5253,2216,Consulting
4363,2217,Consulting
6665,2218,Energy supply
4135,2219,Repair
6169,2220,Installation of equipment
6082,2221,Energy supply
5709,2222,Installation of equipment
6866,2223,Installation of equipment
6617,2224,Energy supply
6989,2225,Consulting
5350,2226,Repair
4677,2227,Servicing
5486,2228,Energy supply
4368,2229,Repair
6098,2230,Repair
5137,2231,Servicing
5647,2232,Energy supply
5541,2233,Installation of equipment
4108,2234,Consulting
6641,2235,Repair
5112,2236,Energy supply
4678,2237,Consulting
6731,2238,Servicing
6775,2239,Repair
5064,2240,Installation of equipment
6437,2241,Consulting
4872,2242,Repair
4041,2243,Consulting
4476,2244,Servicing
6461,2245,Consulting
5740,2246,Installation of equipment
6705,2247,Repair
4263,2248,Servicing
4969,2249,Consulting
6425,2250,Energy supply
6295,2251,Repair
5315,2252,Energy supply
4659,2253,Servicing
4778,2254,Energy supply
4065,2255,Repair
4853,2256,Energy supply
6437,2257,Energy supply
4166,2258,Consulting
5962,2259,Consulting
4080,2260,Energy supply
5096,2261,Energy supply
4776,2262,Consulting
6876,2263,Consulting
5677,2264,Servicing
4166,2265,Repair
5651,2266,Servicing
4730,2267,Consulting
4920,2268,Consulting
6299,2269,Servicing
4156,2270,Energy supply
5581,2271,Installation of equipment
5386,2272,Servicing
5656,2273,Consulting
6322,2274,Servicing
4378,2275,Repair
4808,2276,Energy supply
6322,2277,Servicing
4914,2278,Repair
6440,2279,Repair
5642,2280,Installation of equipment
4397,2281,Installation of equipment
6124,2282,Consulting
4555,2283,Servicing
6749,2284,Consulting
5039,2285,Consulting
6580,2286,Energy supply
4856,2287,Servicing
4887,2288,Consulting
5510,2289,Energy supply
4578,2290,Energy supply
6849,2291,Servicing
5258,2292,Servicing
5059,2293,Installation of equipment
6787,2294,Installation of equipment
5903,2295,Servicing
5545,2296,Repair
6621,2297,Consulting
6467,2298,Energy supply
6413,2299,Servicing
4665,2300,Servicing
6113,2301,Installation of equipment
5839,2302,Energy supply
5535,2303,Installation of equipment
4159,2304,Consulting
5558,2305,Repair
4503,2306,Repair
4723,2307,Energy supply
4404,2308,Repair
7001,2309,Repair
6968,2310,Consulting
5055,2311,Energy supply
4182,2312,Consulting
5570,2313,Repair
6220,2314,Consulting
4856,2315,Installation of equipment
4619,2316,Servicing
6048,2317,Energy supply
4087,2318,Repair
6071,2319,Installation of equipment
6946,2320,Servicing
6674,2321,Servicing
4030,2322,Repair
5622,2323,Repair
6666,2324,Servicing
5724,2325,Consulting
6121,2326,Servicing
6258,2327,Servicing
4014,2328,Servicing
4902,2329,Repair
5362,2330,Installation of equipment
6538,2331,Installation of equipment
4330,2332,Servicing
6814,2333,Repair
4032,2334,Servicing
6689,2335,Consulting
6076,2336,Energy supply
5795,2337,Servicing
6549,2338,Energy supply
5895,2339,Consulting
4572,2340,Energy supply
6477,2341,Consulting
5425,2342,Consulting
5893,2343,Energy supply
5978,2344,Repair
6959,2345,Repair
6363,2346,Servicing
4444,2347,Servicing
4825,2348,Repair
6230,2349,Installation of equipment
5291,2350,Consulting
6676,2351,Servicing
5254,2352,Repair
5270,2353,Servicing
5770,2354,Servicing
4946,2355,Repair
5352,2356,Repair
4586,2357,Servicing
5126,2358,Consulting
4386,2359,Consulting
6757,2360,Consulting
6745,2361,Energy supply
4044,2362,Consulting
4175,2363,Repair
4785,2364,Consulting
4641,2365,Energy supply
4481,2366,Consulting
5747,2367,Installation of equipment
6518,2368,Repair
6395,2369,Installation of equipment
4985,2370,Servicing
5894,2371,Energy supply
6601,2372,Repair
6514,2373,Consulting
6446,2374,Repair
5483,2375,Servicing
5384,2376,Servicing
5824,2377,Servicing
4741,2378,Consulting
6717,2379,Consulting
4286,2380,Servicing
6126,2381,Energy supply
5124,2382,Servicing
4370,2383,Installation of equipment
5888,2384,Servicing
5405,2385,Consulting
4262,2386,Installation of equipment
4187,2387,Energy supply
6184,2388,Installation of equipment
5391,2389,Installation of equipment
6636,2390,Repair
4402,2391,Servicing
6594,2392,Consulting
4899,2393,Servicing
4596,2394,Servicing
4392,2395,Energy supply
6133,2396,Servicing
4761,2397,Energy supply
5859,2398,Energy supply
4567,2399,Consulting
5920,2400,Consulting
5184,2401,Repair
6025,2402,Consulting
6739,2403,Installation of equipment
4066,2404,Consulting
5154,2405,Energy supply
5136,2406,Repair
5776,2407,Installation of equipment
5366,2408,Servicing
5178,2409,Energy supply
4415,2410,Energy supply
6946,2411,Energy supply
4358,2412,Servicing
4482,2413,Servicing
5789,2414,Consulting
6235,2415,Repair
5188,2416,Repair
4686,2417,Servicing
6861,2418,Repair
4456,2419,Consulting
6761,2420,Installation of equipment
4842,2421,Consulting
5457,2422,Installation of equipment
6406,2423,Repair
6710,2424,Consulting
5358,2425,Consulting
4411,2426,Energy supply
4563,2427,Servicing
4861,2428,Installation of equipment
5398,2429,Consulting
4128,2430,Consulting
4222,2431,Energy supply
5157,2432,Installation of equipment
5442,2433,Energy supply
4785,2434,Consulting
4875,2435,Energy supply
6924,2436,Repair
4223,2437,Energy supply
4413,2438,Installation of equipment
5396,2439,Servicing
5270,2440,Installation of equipment
4263,2441,Consulting
4990,2442,Repair
5723,2443,Installation of equipment
4802,2444,Servicing
6187,2445,Installation of equipment
4920,2446,Energy supply
6859,2447,Repair
6263,2448,Installation of equipment
4889,2449,Servicing
4960,2450,Installation of equipment
4248,2451,Installation of equipment
5562,2452,Energy supply
4831,2453,Installation of equipment
4409,2454,Installation of equipment
5114,2455,Repair
6286,2456,Repair
6881,2457,Consulting
4459,2458,Repair
5875,2459,Servicing
6815,2460,Consulting
5214,2461,Energy supply
5451,2462,Servicing
4484,2463,Installation of equipment
5182,2464,Installation of equipment
5758,2465,Consulting
6437,2466,Energy supply
6084,2467,Servicing
6676,2468,Servicing
6407,2469,Servicing
6780,2470,Installation of equipment
6237,2471,Installation of equipment
4225,2472,Installation of equipment
4989,2473,Installation of equipment
5197,2474,Consulting
6319,2475,Energy supply
4739,2476,Repair
4573,2477,Consulting
5574,2478,Servicing
5980,2479,Energy supply
6224,2480,Servicing
5670,2481,Servicing
5582,2482,Servicing
6344,2483,Energy supply
4032,2484,Energy supply
4887,2485,Installation of equipment
6433,2486,Energy supply
6621,2487,Consulting
6078,2488,Consulting
5527,2489,Repair
4216,2490,Repair
4136,2491,Installation of equipment
5965,2492,Servicing
5944,2493,Energy supply
6830,2494,Consulting
5138,2495,Consulting
5333,2496,Energy supply
6840,2497,Installation of equipment
4677,2498,Consulting
5548,2499,Servicing
